latitude_gps,longitude_gps,geometry,state,country
5.0117299,8.3316025,POINT (8.3316025 5.0117299),Cross River,Nigeria
5.9092631,5.6534226,POINT (5.6534226 5.9092631),Delta,Nigeria
6.4316262,3.5057627,POINT (3.5057627 6.4316262),Lagos,Nigeria
,,,,
,,,,
7.208444,5.1971885,POINT (5.1971885 7.208444),Ondo,Nigeria
6.4270613,3.4411905,POINT (3.4411905 6.4270613),Lagos,Nigeria
6.6331944,3.2059653,POINT (3.2059653 6.6331944),Ogun,Nigeria
4.7993339,7.0010413,POINT (7.0010413 4.7993339),Rivers,Nigeria
,,,,
,,,,
,,,,
8.9381767,7.3244783,POINT (7.3244783 8.9381767),Federal Capital Territory,Nigeria
6.6649115,3.3189043,POINT (3.3189043 6.6649115),Lagos,Nigeria
,,,,
,,,,
6.4695305,3.5912357,POINT (3.5912357 6.4695305),Lagos,Nigeria
,,,,
5.0534162,7.9237562,POINT (7.9237562 5.0534162),Akwa Ibom,Nigeria
7.4246501,3.979043,POINT (3.979043 7.4246501),Oyo,Nigeria
7.2558978,5.1789785,POINT (5.1789785 7.2558978),Ondo,Nigeria
6.4274339,3.4696437,POINT (3.4696437 6.4274339),Lagos,Nigeria
6.5532616,3.2923955,POINT (3.2923955 6.5532616),Lagos,Nigeria
,,,,
9.0516341,7.4970754,POINT (7.4970754 9.0516341),Federal Capital Territory,Nigeria
6.5257544,3.3475501,POINT (3.3475501 6.5257544),Lagos,Nigeria
6.5777816,3.3859804,POINT (3.3859804 6.5777816),Lagos,Nigeria
7.7542081,4.525736,POINT (4.525736 7.7542081),Osun,Nigeria
9.1540788,7.3528051,POINT (7.3528051 9.1540788),Federal Capital Territory,Nigeria
,,,,
6.4908529,3.5858567,POINT (3.5858567 6.4908529),Lagos,Nigeria
4.932516,6.2858981,POINT (6.2858981 4.932516),Bayelsa,Nigeria
6.6352539,3.3684582,POINT (3.3684582 6.6352539),Lagos,Nigeria
6.78619,3.9649517,POINT (3.9649517 6.78619),Ogun,Nigeria
6.5546844,3.3532182,POINT (3.3532182 6.5546844),Lagos,Nigeria
,,,,
,,,,
9.0850067,7.31255,POINT (7.31255 9.0850067),Federal Capital Territory,Nigeria
6.4469348,3.4146751,POINT (3.4146751 6.4469348),Lagos,Nigeria
9.0628923,7.3956748,POINT (7.3956748 9.0628923),Federal Capital Territory,Nigeria
6.6304023,3.3421974,POINT (3.3421974 6.6304023),Lagos,Nigeria
6.4948986,3.3330677,POINT (3.3330677 6.4948986),Lagos,Nigeria
6.621898,3.3534249,POINT (3.3534249 6.621898),Lagos,Nigeria
6.6341039,3.3371601,POINT (3.3371601 6.6341039),Lagos,Nigeria
9.067975,7.4657167,POINT (7.4657167 9.067975),Federal Capital Territory,Nigeria
6.6001183,3.4915983,POINT (3.4915983 6.6001183),Lagos,Nigeria
6.5771961,3.2666303,POINT (3.2666303 6.5771961),Lagos,Nigeria
9.5963901,6.5718326,POINT (6.5718326 9.5963901),Niger,Nigeria
,,,,
9.0757238,7.4733714,POINT (7.4733714 9.0757238),Federal Capital Territory,Nigeria
6.2324227,6.6983762,POINT (6.6983762 6.2324227),Delta,Nigeria
6.6477809,3.3760444,POINT (3.3760444 6.6477809),Ogun,Nigeria
7.4051403,3.9598646,POINT (3.9598646 7.4051403),Oyo,Nigeria
9.9094557,8.9607738,POINT (8.9607738 9.9094557),Plateau,Nigeria
6.5205376,3.3420622,POINT (3.3420622 6.5205376),Lagos,Nigeria
6.4369765,4.0476314,POINT (4.0476314 6.4369765),Lagos,Nigeria
6.6826462,3.2814111,POINT (3.2814111 6.6826462),Lagos,Nigeria
7.1353646,3.3215847,POINT (3.3215847 7.1353646),Ogun,Nigeria
,,,,
5.0253457,7.8941537,POINT (7.8941537 5.0253457),Akwa Ibom,Nigeria
6.4749497,3.2798974,POINT (3.2798974 6.4749497),Lagos,Nigeria
6.445712,3.4282253,POINT (3.4282253 6.445712),Lagos,Nigeria
8.447444,4.510403,POINT (4.510403 8.447444),Kwara,Nigeria
,,,,
6.6259536,3.2665549,POINT (3.2665549 6.6259536),Lagos,Nigeria
9.1359768,7.3797224,POINT (7.3797224 9.1359768),Federal Capital Territory,Nigeria
7.7558688,8.5558787,POINT (8.5558787 7.7558688),Benue,Nigeria
7.1080983,3.3352067,POINT (3.3352067 7.1080983),Ogun,Nigeria
,,,,
,,,,
,,,,
6.4523837,3.5138697,POINT (3.5138697 6.4523837),Lagos,Nigeria
7.8023329,6.7436543,POINT (6.7436543 7.8023329),Kogi,Nigeria
6.6526631,3.320813,POINT (3.320813 6.6526631),Lagos,Nigeria
6.4901333,3.391155,POINT (3.391155 6.4901333),Lagos,Nigeria
6.5127049,3.3136964,POINT (3.3136964 6.5127049),Lagos,Nigeria
10.4442426,7.4593825,POINT (7.4593825 10.4442426),Kaduna,Nigeria
7.4020525,3.9286039,POINT (3.9286039 7.4020525),Oyo,Nigeria
6.436961,3.4515467,POINT (3.4515467 6.436961),Lagos,Nigeria
6.341564,5.650632,POINT (5.650632 6.341564),Edo,Nigeria
6.5063419,3.3639265,POINT (3.3639265 6.5063419),Lagos,Nigeria
5.0061726,6.3856111,POINT (6.3856111 5.0061726),Bayelsa,Nigeria
6.1781916,6.9533458,POINT (6.9533458 6.1781916),Anambra,Nigeria
6.8680254,3.6072982,POINT (3.6072982 6.8680254),Ogun,Nigeria
5.5475838,5.752097,POINT (5.752097 5.5475838),Delta,Nigeria
7.3605793,3.8704173,POINT (3.8704173 7.3605793),Oyo,Nigeria
,,,,
7.1268308,3.3352713,POINT (3.3352713 7.1268308),Ogun,Nigeria
6.6294756,3.2808408,POINT (3.2808408 6.6294756),Lagos,Nigeria
9.082846,7.4904964,POINT (7.4904964 9.082846),Federal Capital Territory,Nigeria
8.1396633,4.7175318,POINT (4.7175318 8.1396633),Kwara,Nigeria
6.219925,6.68484,POINT (6.68484 6.219925),Delta,Nigeria
8.5216567,4.6122767,POINT (4.6122767 8.5216567),Kwara,Nigeria
,,,,
6.459944,3.3505856,POINT (3.3505856 6.459944),Lagos,Nigeria
,,,,
6.5011327,3.083137,POINT (3.083137 6.5011327),Lagos,Nigeria
,,,,
6.6378367,3.4993533,POINT (3.4993533 6.6378367),Lagos,Nigeria
7.2338908,5.2304265,POINT (5.2304265 7.2338908),Ondo,Nigeria
8.9920483,7.4284433,POINT (7.4284433 8.9920483),Federal Capital Territory,Nigeria
,,,,
,,,,
7.1132181,4.8549934,POINT (4.8549934 7.1132181),Osun,Nigeria
6.5551562,3.3759409,POINT (3.3759409 6.5551562),Lagos,Nigeria
8.4715501,4.5961418,POINT (4.5961418 8.4715501),Kwara,Nigeria
9.0695957,5.996465,POINT (5.996465 9.0695957),Niger,Nigeria
9.8389917,8.8579,POINT (8.8579 9.8389917),Plateau,Nigeria
,,,,
,,,,
4.9254248,6.2953913,POINT (6.2953913 4.9254248),Bayelsa,Nigeria
6.4526034,3.5542267,POINT (3.5542267 6.4526034),Lagos,Nigeria
9.1634635,7.3221224,POINT (7.3221224 9.1634635),Federal Capital Territory,Nigeria
,,,,
6.437699,3.5239511,POINT (3.5239511 6.437699),Lagos,Nigeria
6.74349,6.1437533,POINT (6.1437533 6.74349),Edo,Nigeria
,,,,
8.8816057,7.2287519,POINT (7.2287519 8.8816057),Federal Capital Territory,Nigeria
,,,,
7.133975,3.3298149,POINT (3.3298149 7.133975),Ogun,Nigeria
,,,,
,,,,
8.1156957,4.2260932,POINT (4.2260932 8.1156957),Oyo,Nigeria
,,,,
6.5898901,3.2770964,POINT (3.2770964 6.5898901),Lagos,Nigeria
,,,,
7.6237409,4.1532063,POINT (4.1532063 7.6237409),Osun,Nigeria
6.4437749,3.422685,POINT (3.422685 6.4437749),Lagos,Nigeria
6.6135403,3.2856324,POINT (3.2856324 6.6135403),Lagos,Nigeria
,,,,
6.4738709,3.2924769,POINT (3.2924769 6.4738709),Lagos,Nigeria
6.5076565,3.3617119,POINT (3.3617119 6.5076565),Lagos,Nigeria
7.4985616,3.9068869,POINT (3.9068869 7.4985616),Oyo,Nigeria
6.448118,3.3661315,POINT (3.3661315 6.448118),Lagos,Nigeria
6.4491564,3.410251,POINT (3.410251 6.4491564),Lagos,Nigeria
7.1299539,3.321422,POINT (3.321422 7.1299539),Ogun,Nigeria
6.4935849,3.3809387,POINT (3.3809387 6.4935849),Lagos,Nigeria
6.9180192,3.21171,POINT (3.21171 6.9180192),Ogun,Nigeria
,,,,
9.0259233,7.4349243,POINT (7.4349243 9.0259233),Federal Capital Territory,Nigeria
6.8144057,3.4354799,POINT (3.4354799 6.8144057),Ogun,Nigeria
6.498891666666666,3.32765,POINT (3.32765 6.498891666666666),Lagos,Nigeria
,,,,
,,,,
6.6463647,3.3488096,POINT (3.3488096 6.6463647),Lagos,Nigeria
6.6054112,3.3498134,POINT (3.3498134 6.6054112),Lagos,Nigeria
7.1361493,3.3080397,POINT (3.3080397 7.1361493),Ogun,Nigeria
6.5817606,3.2527086,POINT (3.2527086 6.5817606),Lagos,Nigeria
6.4913326,3.5921009,POINT (3.5921009 6.4913326),Lagos,Nigeria
6.4563602,3.5273884,POINT (3.5273884 6.4563602),Lagos,Nigeria
,,,,
6.7030917,3.3481798,POINT (3.3481798 6.7030917),Ogun,Nigeria
5.5870138,5.7113318,POINT (5.7113318 5.5870138),Delta,Nigeria
9.0649421,7.3915108,POINT (7.3915108 9.0649421),Federal Capital Territory,Nigeria
7.4379649,3.9086961,POINT (3.9086961 7.4379649),Oyo,Nigeria
4.4177358,7.1732091,POINT (7.1732091 4.4177358),Rivers,Nigeria
6.4393645,3.4913882,POINT (3.4913882 6.4393645),Lagos,Nigeria
6.5524916,3.3398543,POINT (3.3398543 6.5524916),Lagos,Nigeria
25.3519975,56.3426381,POINT (56.3426381 25.3519975),Abroad,Abroad
7.0165899,3.0368301,POINT (3.0368301 7.0165899),Ogun,Nigeria
6.538267,3.2148502,POINT (3.2148502 6.538267),Lagos,Nigeria
6.6060301,3.3592282,POINT (3.3592282 6.6060301),Lagos,Nigeria
6.5129674,3.3179602,POINT (3.3179602 6.5129674),Lagos,Nigeria
6.1923099,6.7432104,POINT (6.7432104 6.1923099),Delta,Nigeria
6.6497262,3.5182035,POINT (3.5182035 6.6497262),Lagos,Nigeria
6.6691838,3.3068742,POINT (3.3068742 6.6691838),Lagos,Nigeria
6.3400136,5.6326202,POINT (5.6326202 6.3400136),Edo,Nigeria
7.114615,4.827275,POINT (4.827275 7.114615),Osun,Nigeria
9.1435277,7.3734343,POINT (7.3734343 9.1435277),Federal Capital Territory,Nigeria
6.4615473,3.3048549,POINT (3.3048549 6.4615473),Lagos,Nigeria
8.4724116,4.5219988,POINT (4.5219988 8.4724116),Kwara,Nigeria
,,,,
9.0498024,7.5224273,POINT (7.5224273 9.0498024),Federal Capital Territory,Nigeria
4.8775619,6.970669,POINT (6.970669 4.8775619),Rivers,Nigeria
6.4303154,3.4580687,POINT (3.4580687 6.4303154),Lagos,Nigeria
9.1144497,7.2651172,POINT (7.2651172 9.1144497),Federal Capital Territory,Nigeria
6.6177577,3.3497045,POINT (3.3497045 6.6177577),Lagos,Nigeria
9.0146773,7.4525519,POINT (7.4525519 9.0146773),Federal Capital Territory,Nigeria
,,,,
6.518837,3.3416398,POINT (3.3416398 6.518837),Lagos,Nigeria
,,,,
7.130435,3.3335369,POINT (3.3335369 7.130435),Ogun,Nigeria
,,,,
7.2534991,5.2150865,POINT (5.2150865 7.2534991),Ondo,Nigeria
6.5169079,3.3261429,POINT (3.3261429 6.5169079),Lagos,Nigeria
7.3712861,3.8608847,POINT (3.8608847 7.3712861),Oyo,Nigeria
5.8971187,5.6738989,POINT (5.6738989 5.8971187),Delta,Nigeria
4.9476346,6.3331693,POINT (6.3331693 4.9476346),Bayelsa,Nigeria
7.3911236,3.9542096,POINT (3.9542096 7.3911236),Oyo,Nigeria
10.4823786,7.4405391,POINT (7.4405391 10.4823786),Kaduna,Nigeria
8.4654047,4.5171601,POINT (4.5171601 8.4654047),Kwara,Nigeria
6.3676265,5.6315017,POINT (5.6315017 6.3676265),Edo,Nigeria
7.401491666666668,3.900075,POINT (3.900075 7.401491666666668),Oyo,Nigeria
6.820936666666667,3.45199,POINT (3.45199 6.820936666666667),Ogun,Nigeria
9.1281608,7.400596,POINT (7.400596 9.1281608),Federal Capital Territory,Nigeria
6.6730132,3.3544779,POINT (3.3544779 6.6730132),Ogun,Nigeria
6.4746465,3.3267724,POINT (3.3267724 6.4746465),Lagos,Nigeria
6.5338429,3.3737943,POINT (3.3737943 6.5338429),Lagos,Nigeria
6.6317567,3.317033,POINT (3.317033 6.6317567),Lagos,Nigeria
6.5611885,3.3628632,POINT (3.3628632 6.5611885),Lagos,Nigeria
7.4135671,3.9325431,POINT (3.9325431 7.4135671),Oyo,Nigeria
9.2444268,7.386339,POINT (7.386339 9.2444268),Federal Capital Territory,Nigeria
6.6000522,3.3444014,POINT (3.3444014 6.6000522),Lagos,Nigeria
7.2703948,5.4363441,POINT (5.4363441 7.2703948),Ondo,Nigeria
,,,,
9.042188,7.5989326,POINT (7.5989326 9.042188),Nasarawa,Nigeria
,,,,
6.6081703,3.2855669,POINT (3.2855669 6.6081703),Lagos,Nigeria
,,,,
6.7186856,3.2943914,POINT (3.2943914 6.7186856),Ogun,Nigeria
,,,,
,,,,
,,,,
6.2385599,6.7042028,POINT (6.7042028 6.2385599),Delta,Nigeria
9.0584171,7.4666546,POINT (7.4666546 9.0584171),Federal Capital Territory,Nigeria
,,,,
6.4462193,3.4051083,POINT (3.4051083 6.4462193),Lagos,Nigeria
9.0667255,7.4528411,POINT (7.4528411 9.0667255),Federal Capital Territory,Nigeria
,,,,
,,,,
8.9651347,7.3545254,POINT (7.3545254 8.9651347),Federal Capital Territory,Nigeria
10.4684494,7.4730606,POINT (7.4730606 10.4684494),Kaduna,Nigeria
8.9166446,7.5650036,POINT (7.5650036 8.9166446),Nasarawa,Nigeria
9.0299974,7.4723423,POINT (7.4723423 9.0299974),Federal Capital Territory,Nigeria
5.0369405,8.3499849,POINT (8.3499849 5.0369405),Cross River,Nigeria
6.5974092,3.340938,POINT (3.340938 6.5974092),Lagos,Nigeria
6.657842271291657,3.323272572260028,POINT (3.323272572260028 6.657842271291657),Lagos,Nigeria
,,,,
6.6889443,3.3502153,POINT (3.3502153 6.6889443),Ogun,Nigeria
,,,,
8.0916245,5.1612904,POINT (5.1612904 8.0916245),Kwara,Nigeria
7.3828962,3.7982338,POINT (3.7982338 7.3828962),Oyo,Nigeria
9.929415,8.84115,POINT (8.84115 9.929415),Plateau,Nigeria
7.1335746,3.3270417,POINT (3.3270417 7.1335746),Ogun,Nigeria
,,,,
5.1663469,6.9160394,POINT (6.9160394 5.1663469),Rivers,Nigeria
7.636659,5.2029258,POINT (5.2029258 7.636659),Ekiti,Nigeria
10.5212622,7.4313268,POINT (7.4313268 10.5212622),Kaduna,Nigeria
6.5494467,3.3526536,POINT (3.3526536 6.5494467),Lagos,Nigeria
,,,,
6.4883057,3.2961535,POINT (3.2961535 6.4883057),Lagos,Nigeria
,,,,
6.421722,7.5330168,POINT (7.5330168 6.421722),Enugu,Nigeria
4.9582331,7.004992,POINT (7.004992 4.9582331),Rivers,Nigeria
6.5982631,3.2948146,POINT (3.2948146 6.5982631),Lagos,Nigeria
6.6159755,3.5488523,POINT (3.5488523 6.6159755),Lagos,Nigeria
5.6860067,8.06618,POINT (8.06618 5.6860067),Cross River,Nigeria
6.536685,3.299485,POINT (3.299485 6.536685),Lagos,Nigeria
,,,,
7.44498,3.907838,POINT (3.907838 7.44498),Oyo,Nigeria
6.5971746,3.3926013,POINT (3.3926013 6.5971746),Lagos,Nigeria
7.7286314,8.5218126,POINT (8.5218126 7.7286314),Benue,Nigeria
,,,,
,,,,
4.8426899,7.0481835,POINT (7.0481835 4.8426899),Rivers,Nigeria
6.4413816,3.371536,POINT (3.371536 6.4413816),Lagos,Nigeria
8.6696207,3.3963806,POINT (3.3963806 8.6696207),Oyo,Nigeria
,,,,
6.7128663,3.3478824,POINT (3.3478824 6.7128663),Ogun,Nigeria
,,,,
,,,,
5.0432429,7.9197522,POINT (7.9197522 5.0432429),Akwa Ibom,Nigeria
11.1358419,7.6821125,POINT (7.6821125 11.1358419),Kaduna,Nigeria
6.5872192,3.3795451,POINT (3.3795451 6.5872192),Lagos,Nigeria
7.4220671,3.9086769,POINT (3.9086769 7.4220671),Oyo,Nigeria
,,,,
,,,,
,,,,
,,,,
,,,,
6.6835537,3.2402849,POINT (3.2402849 6.6835537),Lagos,Nigeria
6.5394736,3.3203711,POINT (3.3203711 6.5394736),Lagos,Nigeria
,,,,
10.5631168,7.4705352,POINT (7.4705352 10.5631168),Kaduna,Nigeria
,,,,
33.5771214,-84.3786616,POINT (-84.3786616 33.5771214),Abroad,Abroad
6.6055933,3.2685283,POINT (3.2685283 6.6055933),Lagos,Nigeria
6.1673517,6.6276272,POINT (6.6276272 6.1673517),Delta,Nigeria
,,,,
8.459555,4.5642283,POINT (4.5642283 8.459555),Kwara,Nigeria
6.4383131,3.3703584,POINT (3.3703584 6.4383131),Lagos,Nigeria
,,,,
6.5508067,3.3853502,POINT (3.3853502 6.5508067),Lagos,Nigeria
,,,,
6.4537352,3.3626771,POINT (3.3626771 6.4537352),Lagos,Nigeria
,,,,
6.6891717,3.35697,POINT (3.35697 6.6891717),Ogun,Nigeria
9.1129897,7.4058617,POINT (7.4058617 9.1129897),Federal Capital Territory,Nigeria
,,,,
6.2129067,6.7006085,POINT (6.7006085 6.2129067),Delta,Nigeria
6.6031885,3.3784146,POINT (3.3784146 6.6031885),Lagos,Nigeria
6.6419132,3.3472196,POINT (3.3472196 6.6419132),Lagos,Nigeria
,,,,
,,,,
6.5864208,3.3983904,POINT (3.3983904 6.5864208),Lagos,Nigeria
9.0065501,7.4602796,POINT (7.4602796 9.0065501),Federal Capital Territory,Nigeria
6.4662308,3.3281894,POINT (3.3281894 6.4662308),Lagos,Nigeria
7.4332417,3.8335683,POINT (3.8335683 7.4332417),Oyo,Nigeria
8.885381,7.2104513,POINT (7.2104513 8.885381),Federal Capital Territory,Nigeria
6.5507422,3.3820655,POINT (3.3820655 6.5507422),Lagos,Nigeria
6.5932182,3.3424486,POINT (3.3424486 6.5932182),Lagos,Nigeria
8.9986317,7.4855975,POINT (7.4855975 8.9986317),Federal Capital Territory,Nigeria
6.4514111,3.2901027,POINT (3.2901027 6.4514111),Lagos,Nigeria
,,,,
8.9569917,7.344564,POINT (7.344564 8.9569917),Federal Capital Territory,Nigeria
,,,,
7.1470809,3.3229955,POINT (3.3229955 7.1470809),Ogun,Nigeria
,,,,
6.4540872,3.3843532,POINT (3.3843532 6.4540872),Lagos,Nigeria
6.7320489,3.2254854,POINT (3.2254854 6.7320489),Ogun,Nigeria
8.9803803,7.4567704,POINT (7.4567704 8.9803803),Federal Capital Territory,Nigeria
6.5204898,3.3820708,POINT (3.3820708 6.5204898),Lagos,Nigeria
,,,,
6.5927925,3.283042,POINT (3.283042 6.5927925),Lagos,Nigeria
6.4748539,3.6134945,POINT (3.6134945 6.4748539),Lagos,Nigeria
6.502966,3.376451,POINT (3.376451 6.502966),Lagos,Nigeria
7.3399732,3.8780466,POINT (3.8780466 7.3399732),Oyo,Nigeria
,,,,
6.6012443,3.3157667,POINT (3.3157667 6.6012443),Lagos,Nigeria
,,,,
9.0711047,7.423095,POINT (7.423095 9.0711047),Federal Capital Territory,Nigeria
6.503515,3.3384194,POINT (3.3384194 6.503515),Lagos,Nigeria
,,,,
10.2676783,9.7811167,POINT (9.7811167 10.2676783),Bauchi,Nigeria
4.8160167,7.0141933,POINT (7.0141933 4.8160167),Rivers,Nigeria
6.1901477,6.7214334,POINT (6.7214334 6.1901477),Delta,Nigeria
6.5328149,3.379854,POINT (3.379854 6.5328149),Lagos,Nigeria
,,,,
6.4394188,3.4373681,POINT (3.4373681 6.4394188),Lagos,Nigeria
,,,,
6.505618,3.3113851,POINT (3.3113851 6.505618),Lagos,Nigeria
6.5896961,3.33414,POINT (3.33414 6.5896961),Lagos,Nigeria
,,,,
,,,,
,,,,
6.6532368,3.3392053,POINT (3.3392053 6.6532368),Lagos,Nigeria
6.5413382,3.3066327,POINT (3.3066327 6.5413382),Lagos,Nigeria
11.9885419,8.489229,POINT (8.489229 11.9885419),Kano,Nigeria
,,,,
9.0289273,7.5966869,POINT (7.5966869 9.0289273),Nasarawa,Nigeria
7.6530143,5.2464095,POINT (5.2464095 7.6530143),Ekiti,Nigeria
6.5427586,3.24155,POINT (3.24155 6.5427586),Lagos,Nigeria
,,,,
,,,,
6.5311681,3.2833565,POINT (3.2833565 6.5311681),Lagos,Nigeria
8.4801158,4.5622896,POINT (4.5622896 8.4801158),Kwara,Nigeria
6.5007525,3.5952734,POINT (3.5952734 6.5007525),Lagos,Nigeria
,,,,
,,,,
6.4633888,3.774967,POINT (3.774967 6.4633888),Lagos,Nigeria
,,,,
,,,,
,,,,
,,,,
6.6657111,3.3460821,POINT (3.3460821 6.6657111),Lagos,Nigeria
,,,,
8.4253538,4.5996904,POINT (4.5996904 8.4253538),Kwara,Nigeria
6.8694483,3.6091283,POINT (3.6091283 6.8694483),Ogun,Nigeria
,,,,
4.867722,7.1087516,POINT (7.1087516 4.867722),Rivers,Nigeria
6.6456978,2.749517,POINT (2.749517 6.6456978),Ogun,Nigeria
6.6498717,3.5172463,POINT (3.5172463 6.6498717),Lagos,Nigeria
6.6532733,3.3629816,POINT (3.3629816 6.6532733),Lagos,Nigeria
,,,,
4.7591623,7.0150685,POINT (7.0150685 4.7591623),Rivers,Nigeria
6.4420013,3.4784832,POINT (3.4784832 6.4420013),Lagos,Nigeria
12.4320167,4.102615,POINT (4.102615 12.4320167),Kebbi,Nigeria
4.9327642,6.319015,POINT (6.319015 4.9327642),Bayelsa,Nigeria
,,,,
6.4245449,5.601413,POINT (5.601413 6.4245449),Edo,Nigeria
,,,,
6.6784427,3.3567631,POINT (3.3567631 6.6784427),Ogun,Nigeria
,,,,
6.7447671,3.2585197,POINT (3.2585197 6.7447671),Ogun,Nigeria
6.5910627,3.2791344,POINT (3.2791344 6.5910627),Lagos,Nigeria
6.6930995,3.3450311,POINT (3.3450311 6.6930995),Ogun,Nigeria
,,,,
7.4481819,3.9848132,POINT (3.9848132 7.4481819),Oyo,Nigeria
6.5977661,3.499863,POINT (3.499863 6.5977661),Lagos,Nigeria
8.9311329,7.0731816,POINT (7.0731816 8.9311329),Federal Capital Territory,Nigeria
7.1264632,3.3396787,POINT (3.3396787 7.1264632),Ogun,Nigeria
6.293171,5.5999701,POINT (5.5999701 6.293171),Edo,Nigeria
12.0047996,8.5616592,POINT (8.5616592 12.0047996),Kano,Nigeria
6.5095692,3.3286609,POINT (3.3286609 6.5095692),Lagos,Nigeria
9.0676873,7.4645245,POINT (7.4645245 9.0676873),Federal Capital Territory,Nigeria
6.5708974,3.3968287,POINT (3.3968287 6.5708974),Lagos,Nigeria
6.4310422,3.434849,POINT (3.434849 6.4310422),Lagos,Nigeria
6.5334087,3.297195,POINT (3.297195 6.5334087),Lagos,Nigeria
,,,,
8.4485408,4.571379,POINT (4.571379 8.4485408),Kwara,Nigeria
4.8740955,7.101534,POINT (7.101534 4.8740955),Rivers,Nigeria
6.6828144,3.4896385,POINT (3.4896385 6.6828144),Lagos,Nigeria
6.4351,3.416,POINT (3.416 6.4351),Lagos,Nigeria
,,,,
6.4367383,3.4774513,POINT (3.4774513 6.4367383),Lagos,Nigeria
6.619437,3.3791383,POINT (3.3791383 6.619437),Lagos,Nigeria
6.7925278,3.5701532,POINT (3.5701532 6.7925278),Ogun,Nigeria
7.6932655,8.5527984,POINT (8.5527984 7.6932655),Benue,Nigeria
9.9265202,8.8867462,POINT (8.8867462 9.9265202),Plateau,Nigeria
5.518951,7.4907184,POINT (7.4907184 5.518951),Abia,Nigeria
,,,,
4.8136577,7.0621124,POINT (7.0621124 4.8136577),Rivers,Nigeria
6.6297912,3.3029506,POINT (3.3029506 6.6297912),Lagos,Nigeria
,,,,
6.6458291,3.2789541,POINT (3.2789541 6.6458291),Lagos,Nigeria
6.2252666,7.0736933,POINT (7.0736933 6.2252666),Anambra,Nigeria
6.4980594,3.6016789,POINT (3.6016789 6.4980594),Lagos,Nigeria
,,,,
9.1091071,7.3862093,POINT (7.3862093 9.1091071),Federal Capital Territory,Nigeria
,,,,
6.4964831,3.3399435,POINT (3.3399435 6.4964831),Lagos,Nigeria
,,,,
,,,,
6.504678,3.3639265,POINT (3.3639265 6.504678),Lagos,Nigeria
7.2668425,5.1694453,POINT (5.1694453 7.2668425),Ondo,Nigeria
6.4230551,3.4198279,POINT (3.4198279 6.4230551),Lagos,Nigeria
8.9616276,7.0590872,POINT (7.0590872 8.9616276),Federal Capital Territory,Nigeria
6.555519,3.3756438,POINT (3.3756438 6.555519),Lagos,Nigeria
6.3294467,8.0821567,POINT (8.0821567 6.3294467),Ebonyi,Nigeria
6.6098228,3.3810353,POINT (3.3810353 6.6098228),Lagos,Nigeria
5.0061564,6.3872744,POINT (6.3872744 5.0061564),Bayelsa,Nigeria
6.637077,3.3468977,POINT (3.3468977 6.637077),Lagos,Nigeria
6.4276896,3.4189516,POINT (3.4189516 6.4276896),Lagos,Nigeria
6.6021278,3.3828068,POINT (3.3828068 6.6021278),Lagos,Nigeria
,,,,
,,,,
,,,,
6.8518033,3.634815,POINT (3.634815 6.8518033),Ogun,Nigeria
,,,,
4.9760572,8.3274952,POINT (8.3274952 4.9760572),Cross River,Nigeria
6.4993351,3.3777583,POINT (3.3777583 6.4993351),Lagos,Nigeria
6.4617908,3.42667,POINT (3.42667 6.4617908),Lagos,Nigeria
,,,,
5.5636765,5.7630647,POINT (5.7630647 5.5636765),Delta,Nigeria
6.4518817,3.271705,POINT (3.271705 6.4518817),Lagos,Nigeria
,,,,
,,,,
7.4166268,3.9114958,POINT (3.9114958 7.4166268),Oyo,Nigeria
6.6017501,3.3396787,POINT (3.3396787 6.6017501),Lagos,Nigeria
5.963607,7.1394712,POINT (7.1394712 5.963607),Anambra,Nigeria
,,,,
12.0353735,8.5349037,POINT (8.5349037 12.0353735),Kano,Nigeria
6.44405,3.4266582,POINT (3.4266582 6.44405),Lagos,Nigeria
8.477908,4.5621045,POINT (4.5621045 8.477908),Kwara,Nigeria
4.9138226,6.298133,POINT (6.298133 4.9138226),Bayelsa,Nigeria
,,,,
6.4416847,3.3330677,POINT (3.3330677 6.4416847),Lagos,Nigeria
9.0505258,7.5902453,POINT (7.5902453 9.0505258),Nasarawa,Nigeria
,,,,
,,,,
,,,,
7.1355112,3.337085,POINT (3.337085 7.1355112),Ogun,Nigeria
,,,,
,,,,
,,,,
8.4410195,4.5949084,POINT (4.5949084 8.4410195),Kwara,Nigeria
6.4345423,3.4395414,POINT (3.4395414 6.4345423),Lagos,Nigeria
4.8257371,6.9660553,POINT (6.9660553 4.8257371),Rivers,Nigeria
9.9400241,8.7766018,POINT (8.7766018 9.9400241),Plateau,Nigeria
7.3677143,3.8651531,POINT (3.8651531 7.3677143),Oyo,Nigeria
6.6444823,3.4774513,POINT (3.4774513 6.6444823),Lagos,Nigeria
6.6157003,3.3548421,POINT (3.3548421 6.6157003),Lagos,Nigeria
9.0076987,7.5785586,POINT (7.5785586 9.0076987),Nasarawa,Nigeria
6.5973027,3.5030301,POINT (3.5030301 6.5973027),Lagos,Nigeria
6.5461386,3.2924948,POINT (3.2924948 6.5461386),Lagos,Nigeria
,,,,
6.7213355,3.2268339,POINT (3.2268339 6.7213355),Ogun,Nigeria
6.174905,6.7835267,POINT (6.7835267 6.174905),Anambra,Nigeria
6.622585,3.3076817,POINT (3.3076817 6.622585),Lagos,Nigeria
