latitude_gps,longitude_gps
6.2252666,7.0736933
6.4980594,3.6016789
,
9.1091071,7.3862093
,
6.4964831,3.3399435
,
,
6.504678,3.3639265
7.2668425,5.1694453
6.4230551,3.4198279
8.9616276,7.0590872
6.555519,3.3756438
6.3294467,8.0821567
6.6098228,3.3810353
5.0061564,6.3872744
6.637077,3.3468977
6.4276896,3.4189516
6.6021278,3.3828068
,
,
,
6.8518033,3.634815
,
4.9760572,8.3274952
6.4993351,3.3777583
6.4617908,3.42667
,
5.5636765,5.7630647
6.4518817,3.271705
,
,
7.4166268,3.9114958
6.6017501,3.3396787
5.963607,7.1394712
,
12.0353735,8.5349037
6.44405,3.4266582
8.477908,4.5621045
4.9138226,6.298133
,
6.4416847,3.3330677
9.0505258,7.5902453
,
,
,
7.1355112,3.337085
,
,
,
8.4410195,4.5949084
6.4345423,3.4395414
4.8257371,6.9660553
9.9400241,8.7766018
7.3677143,3.8651531
6.6444823,3.4774513
6.6157003,3.3548421
9.0076987,7.5785586
6.5973027,3.5030301
6.5461386,3.2924948
,
6.7213355,3.2268339
6.174905,6.7835267
6.622585,3.3076817
6.5377397,3.3610224
9.0777383,7.4659083
6.7427027,6.1268091
6.6227822,3.2846143
7.25577,5.1742128
6.8175035,3.4598648
6.6855486,3.3264576
5.8430667,6.152055
6.6129002,3.2873318
6.5418514,3.2789541
,
,
6.4452227,7.5076346
6.6647758,3.2984822
,
,
6.5621033,3.3910883
,
,
,
6.5493604,3.2506626
8.9856285,7.3582392
6.5794988,3.3245374
7.3558679,3.8738377
,
7.2906083,5.1508683
5.0382689,7.9646315
8.4642564,4.5764679
,
6.4302879,3.4698552
,
8.4839691,4.5577682
7.4216237,4.0109641
6.6692642,3.5228562
6.5743959,3.2424926
8.1152783,5.1298056
7.1319499,3.3542694
7.4117366,3.8457283
7.4117366,3.8457283
6.5426983,3.3192287
6.594329,3.2540276
6.5933462,3.3579868
6.5519326,3.3920406
7.6479717,4.75875
,
4.8426899,7.0481835
7.3505941,3.8870094
4.8360943,7.0701804
6.3280282,5.6169348
9.0394911,7.4849946
8.1223931,4.2286898
,
13.0011576,5.2001921
,
,
7.6446713,5.2098677
,
5.5709404,5.7215909
,
6.5721801,3.3662498
12.0198893,8.5635927
6.5055173,3.3878712
8.4697274,4.5174891
6.5746377,3.2566339
9.0221761,7.6075644
6.4297418,3.5227937
8.4573412,4.5751297
,
9.0231252,7.6383673
4.9390003,8.3329716
,
,
,
4.9012676,7.0079132
9.1805,7.1793
6.5328702,3.3650712
7.489635,4.54568
6.4383313,3.4383189
4.8059108,6.9754933
6.4426579,3.4297727
9.0388906,7.4950208
7.3203724,3.8364284
6.4725285,3.7297046
6.56393,3.3369443
,
6.4328905,3.4364756
,
,
7.8343909,4.6013034
6.6860324,3.2627683
9.1054683,7.42506
8.9528893,7.0662852
6.4624779,3.4303444
6.685084,3.3275428
6.546796,3.3875561
6.5583985,3.2949932
6.4575534,3.190676
7.4036395,3.8231555
5.4958822,5.9952374
,
8.4421829,4.5896892
,
7.3588086,3.9880021
,
7.2542376,5.2415475
,
6.4613016,3.17624
,
,
6.4251175,3.415286
7.3473001,3.8785923
6.6772667,3.3253233
9.0143597,7.5648422
6.6130334,3.2968805
9.0213933,7.5919033
7.2744975,5.1735934
5.7946838,7.0408905
,
4.8786053,6.9133667
6.6275686,3.2986461
7.26442,5.16942
6.5355345,3.3636186
,
,
9.0102911,7.469685
6.470239,3.2751027
6.2236734,6.6616403
6.5927124,3.3936944
6.6575785,3.3284652
6.3177402,6.8920092
9.0718133,7.43413
5.1657668,5.9251954
6.6151058,3.3596056
6.5763448,3.401424
9.0093653,7.5743249
6.4351,3.416
9.1792081,7.1794542
6.5380617,3.3731967
9.0401384,7.3592521
6.6135687,3.3454041
,
,
6.4244268,3.4192078
6.4349228,7.3980912
9.8119354,8.8633286
,
6.1958371,6.692518
6.6335178,3.3522491
,
6.8183735,3.6178069
,
6.608313,3.3551078
6.5008999,4.7712486
6.5106239,3.331139
6.2030015,6.695749
6.4878829,3.3374749
4.8618601,7.0325303
4.8313192,6.9648788
6.5334629,3.0851214
6.4503943,3.2889546
,
,
6.5941198,3.2896271
6.6154112,3.3560572
9.2645416,12.4558675
,
9.1424255,7.3594019
,
,
6.645147,3.3809387
7.2561781,5.1567282
,
10.4829935,7.4345863
6.6211255,3.283042
6.5305477,3.3274019
6.44433,7.490835
,
6.4761952,3.7284355
6.6949441,3.2179906
6.5003767,3.3103867
6.4369196,3.5089431
9.1329346,7.4883504
5.3748633,6.1071917
,
6.5814628,3.283042
6.3084741,5.618144
6.4452683,3.4633649
4.8008446,7.0358555
6.6408472,3.3477738
5.1339327,7.3258345
6.8009133,4.0359867
,
,
8.4815354,4.5621208
6.6095499,3.4928768
6.5185742,3.3258281
6.5931655,3.3385867
7.3442968,3.8749163
6.446865,3.3331967
,
9.0682484,7.5121076
6.5694544,3.319583
6.4438224,3.4234059
,
6.4420915,2.9399156
9.147474,7.3312342
,
6.6324113,3.340938
,
6.4621467,3.5378331
7.4037644,3.8263967
10.4649727,7.4085625
6.6223267,3.357603
5.0010367,7.9538467
6.5175992,3.3634298
6.4398591,3.5127603
8.9800312,7.3746902
9.0451793,7.5167711
,
7.8068316,4.5241776
,
9.1152283,7.4139709
6.231788,6.7011269
6.4446654,3.4821901
,
6.5431565,3.3840897
,
4.8064483,6.98557
,
8.463997,4.5869151
7.3632415,3.8176559
6.6473825,3.2962514
10.4869633,7.4284583
6.5882466,3.3343014
6.5704634,3.3844048
-33.8688183,151.20929
,
7.2357528,5.1896523
,
7.308337,6.0972145
6.6663855,3.2901962
6.4844596,3.3552084
7.8066688,4.5795329
8.1475995,4.2283694
,
7.3377416,3.8536012
6.1505233,6.790729
6.792889,3.5702372
9.1138402,7.4315443
,
9.0780433,7.4599944
6.4668171,3.2919558
4.8382233,6.985655
9.1561216,7.3622909
6.4060049,5.6243977
6.4426104,3.4802059
7.3967669,3.912032
6.6273946,3.3244867
6.5192616,3.3568659
8.4854621,4.5868134
,
7.3906505,3.952842
9.0302918,7.4605333
,
6.4323097,3.4871823
6.6059279,3.3609174
7.427718,3.8413521
4.7894939,7.0352261
9.6033069,6.555882
,
,
6.5194252,3.3535378
9.0168012,7.5628104
6.6323105,3.4824465
5.5415813,7.0160357
,
6.3282174,5.6186329
6.3937633,5.6026117
7.1772516,3.2877592
9.0672135,7.4652497
,
8.4667253,4.570019
9.1754567,7.3799364
4.9403185,6.3584366
7.2982322,5.2405351
6.494124,3.3816093
6.4892898,3.3258281
,
,
9.0675955,7.485359
6.622612,3.3104082
13.7461285,100.6192494
,
39.3221433,-77.4416911
6.5255664,3.3758974
6.4731203,3.3108071
4.8578603,6.9611633
8.1407438,4.2325344
,
,
6.6169883,3.3028418
6.4244417,3.412765
,
,
6.5099067,3.3610967
7.441508,3.9082473
8.963685,7.3578783
4.794207,6.9831649
5.5048745,5.7996251
6.510745,3.0805183
6.7471937,4.8757767
7.3992191,3.8373823
6.4631055,3.5545732
6.5000504,3.5875914
6.1392871,7.0738786
4.9747823,6.1123276
5.023743333,7.917136667
,
8.1531305,4.7172445
7.8058752,6.7328413
,
8.9776917,7.504385
6.5511483,3.3317517
6.4636935,3.3233103
,
11.8532282,13.1637493
5.507792,5.9718722
6.5103095,3.3617247
4.7179447,7.1544779
5.3926528,-4.0021548
6.3411578,5.6258834
6.5453099,3.3607768
7.3511715,3.8590087
6.608982,3.3344942
6.4652291,3.4229723
,
,
7.3319262,3.8680342
6.456003,3.4444807
8.4836757,4.5829176
6.2119155,6.708508
,
,
6.6756487,3.3670649
5.0326067,7.9492409
7.1556289,7.8068282
,
,
,
6.5963168,3.3376422
4.7544069,7.0086866
7.3297443,3.8664636
,
6.7076543,3.2427249
,
6.5900124,3.2967479
6.6094435,3.4256559
5.9654683,8.733875
,
,
6.4455301,3.3722135
6.7246877,3.3379693
,
,
6.6193048,3.5053559
,
,
9.0695865,7.4497878
6.7652861,3.2221441
10.5361755,7.4147306
6.5498723,3.36972
6.4747499,3.382268
9.0823239,7.4666976
6.5239779,3.210454
7.1189564,3.3088351
6.4635102,3.6264466
6.4853345,3.3708567
10.4433891,7.4667515
,
,
,
6.5979966,3.351668
7.3532833,3.9690267
6.6524866,3.331179
7.0569483,6.2769583
7.9230817,6.4375967
6.2547365,6.21956
8.9475868,7.5492671
6.3235968,5.5599434
8.4983666,4.5845302
6.4599566,3.3048492
6.4569657,3.3871478
7.4188221,7.6268421
6.7700157,3.9725148
7.3840518,3.9915101
7.4196275,3.8743354
9.1405756,7.3286449
7.3841659,3.8302686
,
6.5217261,3.3639067
8.484654,4.5613203
6.5421863,3.3296052
7.3218855,8.9873599
5.8272437,8.0873382
6.613644,3.355794
,
6.6315192,3.5060009
6.4775651,3.3175571
6.1986157,6.7137798
6.5983164,3.3501381
4.9315309,6.3217764
6.3761187,7.5204999
,
6.4471128,3.4625068
,
6.4531837,3.2509769
29.7846221,-95.7370579
,
6.65205,3.5976917
,
6.5096069,3.3781128
9.0113374,7.4735045
7.1638033,3.38638
13.0662385,5.2231107
6.4745859,3.3866107
8.4854136,4.5931051
4.9365777,6.2659746
,
6.2236508,7.0642505
6.6412196,3.5147187
7.4473876,3.8940664
7.2089714,5.1736753
7.1035434,6.478157
7.4382867,3.882872
4.7956775,7.1213006
6.4738861,3.6182422
6.4343964,3.474824
8.9845605,7.4457414
,
6.6769796,3.3144404
6.4234449,3.4169414
6.5618182,3.3413629
9.0007978,7.6388622
8.9665187,7.2496093
6.6121573,3.2780108
6.5937024,3.2456347
7.3976684,3.92971
6.4595274,3.4009947
7.1866583,3.4383217
6.6376746,3.3154009
,
4.505915,5.7252383
,
,
6.6082675,3.3634443
9.11413,7.4197283
6.4580185,3.1693374
,
6.4868665,3.3611967
,
10.5052245,7.3791755
,
8.4654433,4.5932425
6.5223702,3.3343336
,
6.6410667,3.3245183
7.3224048,3.8745981
6.6120747,3.2905898
6.5948414,3.2754954
4.8157805,7.0015392
6.6030812,3.3705654
,
,
4.9798162,6.3713092
6.6335109,3.520406
6.5182374,3.3243535
6.4858859,3.5826928
7.1807758,3.4045763
9.0104309,7.4886887
7.5262206,5.7872427
,
8.4470865,4.5851395
6.6161733,3.3134829
,
,
,
7.5151017,3.8994237
12.16297,6.6790383
,
,
,
,
6.4815092,3.3531857
5.4567781,7.0671256
6.5926307,3.3836108
,
,
9.0249811,7.5651808
7.4019511,3.9497481
7.3799548,3.9144677
,
,
5.7945182,7.0362342
6.5678238,3.2798974
,
6.6266305,3.2450799
6.4817141,3.6083256
9.0622105,7.4386425
9.1249753,7.3928096
6.5536744,3.3658067
8.4678303,4.5641452
,
9.0522089,7.4917332
8.9964779,7.4185624
6.6165615,3.2642226
6.4491934,3.5516978
7.6615534,5.1631291
6.475447,3.7149345
6.5974433,3.3680517
4.7530532,7.0123075
6.5300539,3.4017392
7.7112243,5.2526915
8.9625008,7.354416
,
7.4347464,3.9055086
,
,
6.5940191,3.3470922
9.1512519,7.3755687
6.4763655,3.1839732
6.2140277,6.7086242
,
13.0015512,7.6149762
8.9465271,11.3448923
7.3578041,3.8714162
,
,
6.5277565,3.3831772
6.5170413,3.3257981
8.9579543,7.0662036
6.6882233,3.2249002
4.8027958,7.0238027
6.6162374,3.3361672
7.2568122,5.2137299
6.5942594,3.3572026
7.3680332,3.9736535
8.4526362,4.546487
10.5440267,7.438285
39.5182268,-76.5800679
4.8501191,7.2347277
9.0773741,7.4050689
6.8200356,3.2132354
6.6648923,3.2568966
6.5075913,3.3474127
4.9375915,6.3294199
6.2939622,5.5878218
6.6692642,3.5228562
,
6.5250949,3.3057267
8.4801604,4.5736566
6.6023192,3.3487798
8.9076183,8.3993667
7.6125835,4.7369693
6.4889942,3.3598024
8.6451658,3.4058373
6.5234577,3.3925985
6.4725495,3.5764739
,
6.4304824,3.4378064
8.9599323,7.1297123
9.0228845,7.4316336
10.2921723,11.1007046
9.2832733,7.3825529
,
6.5448938,3.3591922
6.4330459,3.4828186
7.5007011,4.5896906
,
6.4287014,3.5150822
7.4395286,3.9981355
,
8.204115,4.9032317
5.5674488,5.7433312
5.5046328,6.0221014
6.6696632,3.5174932
,
6.45461,3.3849891
6.5484583,3.3752683
6.4639223,3.5470178
,
8.9737833,7.4957867
,
4.9763485,7.7842001
7.4333021,3.8351565
6.6297993,3.382199
6.5107433,3.3669267
6.0008584,5.4536545
6.6334054,3.3194968
6.5729248,3.395742
4.9009045,7.1253131
8.9649349,7.4888751
9.1103087,7.2142242
7.3910921,3.8806443
6.8510027,3.6237423
6.5489138,3.2682643
6.555502,3.3782405
,
6.595453,3.3536098
6.6686835,3.3855154
4.8907619,6.292947
,
9.1057154,7.4219609
6.6072002,3.3220514
6.4471178,3.4633795
7.5585921,6.6295755
6.5108886,3.3387383
,
6.6088724,3.3634778
,
,
,
6.5882017,3.4894833
6.6552389,3.210158
7.390514,3.9468802
6.4423614,3.3264478
7.444346667,3.850975
7.144828,3.3624393
6.4667173,3.5656116
6.5748708,3.3034868
6.4579188,7.5163954
,
7.8047891,6.7390327
6.7045885,3.3370609
7.41379,3.9835377
,
6.4247372,3.5231228
6.6065945,3.2455415
,
6.6386411,3.5020825
6.4426667,3.4159954
6.5881948,3.373377
6.5099619,3.0823159
6.4394674,3.5159825
7.3993196,3.928282
6.3728667,2.5535917
9.0836928,7.4711325
6.6003017,3.5030301
6.4497993,3.2808764
11.08574,7.7293333
6.4450746,3.3736899
6.5747283,3.3708733
13.9882975,5.3967037
6.6614363,3.3097222
,
5.5703712,5.8074201
6.6862199,3.3182795
,
6.5747388,3.3925985
7.3820442,3.8237879
7.5962717,5.2263267
8.475389,4.6120462
,
7.1726462,3.3767218
6.5010925,3.3525884
,
,
6.5935558,3.3579782
6.6658632,3.3286754
8.9493765,7.0721976
6.5467887,3.3043032
6.5321736,3.3092007
,
6.5933476,3.3998479
,
,
6.5212905,3.2663781
,
6.6121588,3.5652896
,
6.6104318,3.4201422
9.1820309,12.4737079
6.5114876,3.3076912
6.5027341,3.093473
,
,
,
6.8334761,3.6336217
,
9.0695466,7.4637835
6.207128,6.6830663
6.6127517,3.2890172
34.0644188,-118.2470093
6.5121751,3.3875561
6.4672662,3.3916173
9.0390881,7.4896613
,
5.0349671,7.9326872
,
6.6865714,3.3551312
7.3951521,3.9561218
4.4381333,7.1691799
6.621568,3.3170162
8.4898481,4.5816276
6.7876332,3.6340013
,
5.6375015,-0.0930805
7.3616032,3.8222449
6.5039397,3.6168728
7.0830531,4.8373414
,
6.43968,3.2623567
,
,
6.5787306,3.3204118
,
6.7024313,3.2975096
,
6.7009061,3.3258281
6.5047279,3.3081526
,
6.4358009,3.4271583
4.6369142,7.9306371
7.7412509,8.5484473
8.4713691,4.493658
8.468855,4.574915
10.5649567,7.448855
9.8849631,8.8840125
,
6.5337961,3.3396787
,
10.6102712,7.3746954
,
,
6.5666867,3.3009699
,
6.5487811,3.2371513
5.5344747,7.4994137
6.437825,3.513139
6.8403499,3.9552659
7.3836649,3.8597555
,
4.8583511,7.065474
8.7206777,4.481963
7.443816,3.9064279
4.8408025,7.0506844
9.0585917,7.4931076
,
,
6.5109293,3.3242545
54.998841,-7.2394455
6.4433195,3.4703342
,
,
,
6.5322733,3.376556
,
6.4949086,3.357822
5.0482687,7.9016168
6.4330438,3.4831343
7.1383391,3.3244938
6.6416459,3.3639364
,
6.484759,3.3063181
9.0296347,7.4717771
,
6.6154703,3.3858721
,
,
,
7.2635807,5.2147603
9.0034268,7.4257301
6.6434218,3.2899607
6.6640516,3.3084765
6.8989986,3.0015245
9.0583068,7.5002227
6.6470949,3.4853446
,
5.0346331,6.3177889
,
6.2953705,5.6108072
12.9997831,7.6163355
6.6010508,3.3903861
6.5979106,3.2648063
,
,
8.8536729,7.8819306
6.7038913,3.3286609
,
6.5187287,3.336857
7.4150444,3.9328862
6.554676,3.3544779
8.4870216,4.6184045
6.6393427,3.4007935
9.1171305,7.3879571
6.5862717,3.3808433
,
6.6370015,3.3525884
10.4619949,7.3825294
6.6207717,3.9918867
55.3115991,94.6767649
7.4363129,3.9216835
6.6353847,3.2949932
,
9.4657347,12.0355697
7.6233317,5.2238733
6.4611679,3.2705574
7.712747,8.616696
6.6349303,2.7494204
9.0751951,7.4767951
7.7088112,4.4975218
,
,
6.483432,3.3566824
9.0478276,7.5010263
7.3610842,3.8761145
6.6042239,3.2266053
6.59471,3.2504
10.4870486,7.4278134
12.023015,8.52696
12.023015,8.52696
4.9202344,6.2832062
,
6.6531879,3.325616
7.1044601,3.3126539
,
6.6305389,3.3217367
7.7695283,4.5287483
,
7.4249657,3.947865
6.5917535,3.2377797
6.519665,3.3197567
4.8875645,7.0000951
6.59091,3.3316383
,
7.1392383,3.393302
,
7.4000895,3.8899917
9.1441383,7.360265
,
,
6.4583626,3.3855015
,
13.0120103,5.2545693
,
6.6299083,3.3658274
6.6609292,3.3157574
,
,
,
6.5339884,3.3104082
7.4113813,3.8918142
,
7.7835196,4.541653
6.4414246,3.3628937
5.5606382,5.8065445
,
5.8387947,7.4632731
6.5182551,3.3243307
6.47414,3.2979981
6.698642,3.2341849
7.7886063,4.554382
6.5242577,3.3220514
6.4411777,3.3310592
,
6.6006783,3.3563854
,
6.5873177,3.2538053
6.9172694,3.0180403
4.9409019,6.3207795
9.015519,7.4406707
9.5320913,6.4513621
6.4265408,3.336188
,
6.4807943,3.3610229
6.4486686,3.366254
6.4756932,3.6599474
6.6711956,3.289814
,
6.668453,3.3676319
6.442082,3.4128802
6.8466936,3.6557658
7.3641184,3.8657788
9.8535875,8.8947013
6.4577299,3.1916983
29.9354578,-95.3372123
9.0158941,7.4456734
6.6691247,3.2854141
6.6113085,3.3056888
8.4846539,4.6161456
,
6.470968,3.5931542
8.4387867,4.5990583
,
6.5498716,3.36972
7.632835,4.7424917
,
12.0265716,8.5349378
6.794871,3.2012288
,
,
,
,
8.9920905,7.4640085
6.6831984,3.4711315
,
7.2378539,5.2247215
33.883619,-117.8225091
9.0300817,7.5931033
6.3146482,8.0997482
9.0151792,7.5750023
,
6.8334492,3.4380035
,
,
6.6879175,3.276811
,
4.720982,7.1570717
,
4.8319172,6.9979401
,
6.4540573,3.4231792
4.8340691,7.0483318
,
,
6.6671957,3.319964
5.8857439,5.6903337
5.5372662,7.464168
7.4142169,3.9225779
,
6.4250421,3.3365305
7.374784,3.8754919
6.4291349,3.4274473
,
6.6061828,3.344965
7.3464418,3.8758802
6.4637795,3.5547609
,
9.0370751,7.493763
,
,
4.8151643,7.0432296
6.629587,3.2638633
6.471885,7.48457
6.4739359,3.6181852
7.7059891,5.2478726
,
6.6074703,3.3939591
5.5479256,5.7724916
,
6.5398004,3.2871302
6.4428334,3.4205973
9.0546924,7.4845662
4.7911916,7.0106293
7.0301684,3.2367526
9.0171219,7.679738
6.5247019,3.3846204
,
7.7157783,8.5050067
6.6024647,3.3077251
,
7.3963207,3.9382775
6.5066008,3.3245692
6.5838284,3.2872931
6.5346377,3.2616629
6.4513889,3.2686193
,
,
6.817493,3.4244407
8.1476031,4.2607369
9.0514301,7.4288404
,
4.9607559,8.3418717
4.9232295,6.2978783
6.5957323,3.3409676
6.5790486,3.3507089
5.1368405,7.3541878
6.4166369,2.9875028
7.1760897,3.4017392
6.4343022,3.4282016
6.581626,3.359202
6.4847089,3.3053442
7.8168117,6.6461967
7.364631,3.8649437
7.7631517,4.5497533
6.9476778,3.9060569
6.259365,5.6793267
9.0286167,7.4918243
6.5570449,3.3511583
8.4708378,4.4944671
7.3797225,4.0234122
,
7.1044807,3.3127202
,
,
6.5031619,3.3494296
4.8997356,7.1108716
,
6.5121219,3.2534281
7.4654727,3.8582203
6.436185,3.4132627
,
,
,
6.4978043,3.109123
4.9335653,6.3114759
7.4239626,3.8395746
8.4498172,4.470813
6.6378765,3.3561755
7.4023509,3.8380987
7.4143335,3.9514123
6.4263965,7.5296319
,
,
,
7.9863467,3.57922
,
6.5077577,3.2616983
6.5318884,3.3704933
,
,
,
9.8798816,8.8869769
6.5849264,3.3921032
6.6333374,3.2453548
6.4848291,3.3713936
,
6.4751669,3.5790813
,
,
6.6239767,3.3351367
8.4680385,4.5646288
6.1265464,6.7717363
6.4543393,3.5135142
6.4531,3.3958
7.7136352,5.2488405
,
6.8803114,3.7055958
,
6.633555,3.27407
6.66989,3.2737267
6.4517767,3.6076055
,
5.1336237,7.3389105
11.085675,7.7272367
9.240795,12.42122
,
,
6.6804133,3.2932017
,
,
9.170555,7.3814717
,
6.6405991,2.7486303
9.0053581,7.4687117
4.8061756,6.9313152
11.9745783,8.47611
6.7157505,3.2525482
,
12.0198888,8.5635866
8.1362462,4.2392632
,
6.5858269,3.9704655
7.419121,3.8723438
4.8756519,7.0120454
6.5151015,3.3643434
,
,
7.2560084,5.1717196
6.633325,3.3538481
6.7148972,3.2230145
7.6626976,5.2438772
7.2555974,5.1863036
,
71.22806939,100.0778949
,
6.459315,3.3318086
12.0036084,8.535544
6.5492186,3.323625
6.63739,3.3444014
,
7.1842308,3.4287548
,
7.425694,3.9341359
,
,
6.4351001,3.4159999
9.0283551,7.5030844
6.333186,8.0859096
6.3616491,5.6027069
9.0185921,7.4613774
6.6594462,3.2794797
6.7055954,3.2202099
6.4404804,3.5147672
,
,
6.5152363,3.252215
6.5347605,3.3369699
9.170883,7.379851
4.9227194,6.2852416
4.9227194,6.2852416
6.4256966,3.4156604
6.6670785,3.2787102
8.0209268,4.6627005
6.4161882,7.5049278
10.4797987,7.3907597
,
6.5480072,3.269134
13.00168,7.62988
,
6.6402354,3.2924418
,
8.4825367,4.6011333
6.3797026,5.7081017
,
6.4578965,3.4379345
6.5648266,3.3305495
6.6463499,3.5097798
8.9396507,7.3261719
7.7803754,4.5539801
6.5249037,3.2739233
6.5066463,3.6105414
6.5867721,3.3572828
6.5697153,3.3407004
7.1825615,3.3903924
6.45563,3.431745
6.589962,3.3989764
11.0882833,7.731975
8.4813187,4.5503546
8.9959832,7.4785401
6.5921915,3.3952298
6.6004303,3.3447719
10.4635392,7.4252793
6.682902,3.2980941
,
10.4504331,7.456973
6.3217533,5.6272822
9.0461632,7.4979879
7.3351928,3.8796679
7.5280448,3.9558094
,
6.423788,7.5330129
11.9775901,8.5647352
6.6070859,3.3817655
,
,
6.6234917,3.3434611
6.6216883,3.3466833
,
6.6590967,3.3504983
5.1853975,6.2989408
6.4471635,7.4897981
6.6087151,3.363847
,
4.9305353,6.2905478
7.4901495,4.5332749
6.4797215,3.1561623
6.5274068,3.3101166
5.5693467,5.7437952
7.1561758,3.3667615
,
5.5306505,7.4920715
6.4944217,3.3385583
7.1544322,3.3289756
,
6.601766,3.4942816
,
6.5653626,3.2742589
4.8463329,6.9844593
9.0524485,7.5283502
,
7.2770498,5.2443876
6.487669,3.8535249
6.4273754,3.4396005
,
,
,
6.4631191,3.2048024
6.6240019,3.3519586
9.0759168,7.4308769
6.43336,3.4205973
6.5076783,3.3656067
8.4699684,4.5851752
6.5526601,3.2810662
7.7659524,4.5371415
,
,
7.39229,3.9379562
,
9.0054246,7.5057459
6.6252745,3.309412
,
6.4342448,3.4195783
,
6.6175986,3.3122961
9.1276322,7.3950508
,
6.5821275,3.3837746
5.4794504,7.0801593
9.1135353,7.382452
6.5304565,3.3913378
9.05488,7.4906022
9.0550851,7.4007939
,
8.4834271,4.6035341
7.3798335,4.0248468
6.5762506,3.2648063
9.9138204,8.8905635
7.1416558,3.3981118
9.079091,7.4132575
7.4004668,3.939942
9.0936174,7.388466
6.6821406,3.209425
,
6.4079765,5.6068662
51.916283,-3.8056971
9.0309833,7.4969483
6.4648617,3.5563633
6.6066527,3.3623846
6.5672709,3.3382178
6.5625221,3.261507
6.6229933,3.32797
9.1021592,7.3865425
,
4.6366848,7.9391518
,
,
7.151954,3.3464259
6.4759124,3.7602241
,
6.4374159,3.4668698
6.8230117,3.9221583
6.4340012,3.4256924
6.4303359,3.4239578
,
,
6.4389202,3.4582779
,
,
6.2418317,5.6276817
4.8050149,7.0358424
6.651641,3.4067831
,
6.4392835,3.4330695
6.455106,3.3628026
9.2697493,12.4103002
8.496225,4.6086967
9.847086126,8.897843582
8.4602317,4.518445
7.1176565,3.334732
6.5806918,3.2820329
9.0674895,7.4446926
4.8654285,6.9750855
6.451961,3.3962723
6.4441434,3.4345869
,
6.608266,3.3810932
,
6.5847393,3.2915333
7.1389521,3.3318086
,
,
,
7.5006889,3.9091456
6.6805874,3.50944
,
,
,
7.4861078,4.5326305
6.0629636,8.33873
8.4831761,4.5671173
7.4063863,3.9368532
6.4402493,3.9131147
9.0734216,7.4704878
,
6.67284,3.5143868
6.5810176,3.3963934
,
,
,
,
7.7892793,4.541653
,
9.8390034,8.8975125
6.776668,3.5252189
7.3126296,5.1577058
,
9.912995,8.888935
,
7.8222985,3.9147069
5.559055,5.768004
10.5225053,7.428821
,
,
9.1071597,7.4055238
7.1699314,3.3831924
7.2790222,6.1116039
7.4928917,3.9268617
6.6290315,3.5409489
,
9.0308354,7.4953948
11.8030729,13.1855688
7.1248691,3.3743221
4.8566474,6.963732
7.1868282,5.2295528
8.5001198,4.6100146
6.4523012,3.3872409
6.4962198,3.5875457
6.6592413,3.3093031
4.9650792,8.3550228
,
6.5818958,3.3468613
6.549919,3.2673212
,
8.4805377,4.5171419
5.5483781,5.8246905
7.3862526,3.880576
11.1564139,7.6468429
7.3555169,3.8957678
6.5854158,3.2387222
6.5416284,3.3823173
6.4620517,3.6314267
7.3867585,3.9980535
,
9.0911591,7.409596
,
6.6039583,3.38218
6.4404437,3.3656492
9.123573,7.4927481
6.6224465,3.4905008
5.4422871,7.0238027
,
6.6681067,3.3075953
4.9261183,6.289975
6.5257703,3.3824074
,
7.5068243,4.5866857
6.492687,3.3306627
6.4550562,3.5628598
6.5397064,3.3549943
6.5545208,3.2656981
6.9827804,3.5306698
,
,
6.5169928,3.3973649
,
6.2826796,5.6223032
6.1938305,6.7378896
4.9720671,8.3630994
8.4590894,4.5796927
8.8494233,7.8810317
4.9383161,6.3211118
5.5086909,7.499299
,
7.4508506,3.9503855
7.4438858,3.8984686
,
6.430547,3.4250123
,
6.4574415,3.3814212
,
6.4541164,3.7048291
,
6.4825393,3.3628045
6.5229735,3.3148134
7.7023491,8.5753638
9.1556516,7.3346092
,
,
5.1306546,7.3579016
9.1461229,7.3753219
8.9892747,7.5678901
6.4828792,3.340139
11.1064646,7.7315082
,
6.4270116,3.4309448
8.4817916,4.5625951
9.0665884,7.4963215
8.4771985,4.6183277
,
6.5737533,3.2807454
,
7.6966765,8.550778
7.2575674,5.2118247
7.4571986,3.8612211
9.0346273,7.4791983
8.985174,7.4444594
7.4238883,3.8749983
6.6401483,3.3422628
11.9735439,8.5147205
6.4621414,3.3867958
4.8138282,6.9480508
7.6530907,5.2288351
8.9165119,7.2575093
,
7.2375484,5.2000837
7.2888774,5.1460545
,
4.9423225,6.3210698
7.3401106,3.8708762
6.4735916,3.6282713
7.1195992,3.3129254
6.5349976,3.3217904
,
8.9749403,7.3785
6.4427609,3.4205677
,
6.6060299,3.3496499
,
6.784304,4.8725268
,
7.4267454,3.8911472
8.990339,7.3632967
6.492549,3.3362157
7.4213331,3.8221443
6.5568213,3.2814697
6.6420083,3.3084534
,
,
7.4109961,3.9120898
6.4293923,3.5247072
,
,
4.6438891,7.9257505
6.531303,3.2329407
6.6211758,3.5310086
4.6403393,7.9297856
6.6367236,3.3687497
9.0636258,7.4099902
,
,
6.4285226,3.4279986
,
,
6.4167022,7.4972502
6.5490517,3.329568
6.6178599,3.3621253
,
6.618535,3.471805
6.2035341,6.7310808
6.5513984,3.2247592
6.4562179,3.6111389
9.0007668,7.2702164
9.0837675,7.4865098
6.4545459,3.3871146
,
6.4471613,3.4367713
