customerid,loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
8a858f615aa951e2015aa957a59f07db,7,30000,34500,30,Savings,Access Bank,Permanent,30000,18333.33,6871.84,20900,20,7.07,0,16.66666667,0,3714.2857,0,2.4,0,38,Oyo,8,1,1,4.06212829,1.15,0,0
8a858f725b49c0c0015b4d09b3876961,3,20000,24500,30,Savings,Unity Bank,Permanent,10000,10000,0,13000,30,0,0,24,0,0,0,1,0,35,Delta,8,4,0,4.031874364,1.225,0,0
8a858f79588789bd0158956c710947b1,7,15000,16687.5,15,Savings,Stanbic IBTC,Permanent,10000,10833.33,1863.39,13141.67,22.5,7.5,0,24.33333333,0.5,142.8571,6,16,0,33,Bayelsa,8,3,0,2.433587892,1.1125,1,0
8a858f855b626c00015b6299c72131ae,7,30000,34500,30,Savings,UBA,Unknown,20000,15000,5000,16875,15,0,0,14,0,2571.4286,0,0.6,1,35,Oyo,8,0,0,3.346118706,1.15,0,0
8a858f8f5bfd3cfa015c0cb3fc9139b2,3,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,28,0,0,0,0,0,46,Kaduna,8,2,0,4.142805427,1.3,0,0
8a858f97594ab63d015978ba1184389f,2,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,6,0,0,0,0,0,37,Kwara,8,11,0,4.052043648,1.15,0,0
8a858f9d5bd44001015bd4bd9c2e2f04,3,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,12250,22.5,7.5,0,22.5,0.5,0,2,3,0,33,Edo,8,0,0,1.771276871,1.3,1,0
8a858fa358d4a4d80158ee50ccb46401,8,30000,34500,30,Savings,EcoBank,Unemployed,30000,17142.86,6998.54,20800,30,0,0,29.14285714,0,3214.2857,0,0.8333,0,30,Oyo,8,0,0,3.432846627,1.15,0,0
8a858faf55d95d930155f2801baa36e7,10,30000,39000,60,Other,GT Bank,Self-Employed,20000,17222.22,6285.39,21004.17,31.66666667,11.06,0,26,0.222222222,1083.3333,13,14.625,0,41,Ogun,9,0,0,3.879036012,1.3,0,0
8a858fb05d37685a015d3b62a3ec64ef,2,10000,11500,15,Other,First Bank,Permanent,10000,10000,0,11500,15,0,0,4,0,0,0,0,0,33,Federal Capital Territory,8,2,0,4.01170508,1.15,0,0
8a858fb959976ce0015998f0a628583b,8,30000,34500,30,Savings,GT Bank,Permanent,30000,17142.86,6998.54,20800,27.85714286,14.85,0,23.57142857,0.428571429,3214.2857,1,3.6667,0,44,Ogun,8,0,0,2.794246213,1.15,1,0
8a858fc159db69c40159dbabde1a2167,7,30000,39000,60,Savings,GT Bank,Permanent,20000,15000,5000,17883.33,22.5,7.5,0,13.5,0,2571.4286,0,15.2,0,41,Lagos,8,8,0,4.092382217,1.3,0,0
8a858fc75cd62882015ceb58d8344b47,3,10000,11500,15,Savings,GT Bank,Unknown,10000,10000,0,12250,22.5,7.5,0,6.5,0,0,0,0,0,43,Lagos,8,1,0,3.426795842,1.15,0,0
8a858fcf5591c5cf015593299cf75a49,4,10000,13000,30,Other,FCMB,Self-Employed,10000,10000,0,13000,30,0,0,36.33333333,0.666666667,0,16,123.5,0,52,Lagos,9,31,1,2.600872278,1.3,1,0
8a858fd35b5dfefb015b5e006c1300fe,3,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,13000,30,0,0,29.5,0,0,0,1,0,59,Lagos,8,44,0,4.273905773,1.3,0,0
8a858fd75bb62bbe015bc4d0514c622f,4,20000,24500,30,Savings,GT Bank,Unknown,10000,10000,0,12833.33,30,0,0,22.66666667,0,0,0,1.5,0,43,Oyo,8,0,0,3.426795842,1.225,0,0
8a858fde56eb02280156ff597b3933b2,7,10000,13000,30,Other,Access Bank,Student,10000,10000,0,13000,30,0,0,32.5,0.666666667,0,13,19.6,0,31,Federal Capital Territory,8,3,0,1.446620352,1.3,1,0
8a858fea5cc644ae015cc67ece482b6e,2,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,36,Lagos,8,13,1,4.041959006,1.15,0,0
8a858fee5d1878f4015d1884ac060cde,2,10000,11500,15,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,17,0,0,0,0,0,49,Ondo,8,0,0,4.173059353,1.15,0,0
8a858ff35acdd593015acddc6c7203de,5,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,11406.25,15,0,0,10.75,0,0,0,6.3333,0,40,Unknown,8,53,0,3.396541916,1.225,0,0
8a858ffb5b350b52015b386112da4435,4,10000,12250,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,24,0,0,0,10,0,35,Nasarawa,8,0,0,4.031874364,1.225,0,0
8a85889b53acd0a20153b21f8fc43a12,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,29.5,0,0,0,0,0,40,Unknown,8,0,1,3.396541916,1.3,0,0
8a858e1e5b1fc4ad015b1ff96614226a,7,20000,22250,15,Savings,GT Bank,Permanent,20000,15000,5000,16875,15,0,0,12.33333333,0.166666667,2571.4286,11,2,0,61,Lagos,8,0,1,3.715285559,1.1125,0,0
8a858e585693982b015698da71ca5342,10,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,12000,20,7.07,0,27.33333333,0.666666667,0,22,12.125,0,40,Unknown,9,1,1,1.89608509,1.15,1,0
8a858e875c63d395015c69acee7b23e5,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,30,1,0,1,0,1,42,Ogun,8,3,1,1.010705235,1.3,1,0
8a858ec65cc6352b015cc9e4d1a71bf1,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,38,1,0,9,0,0,40,Unknown,8,0,1,0.257891017,1.3,1,0
8a858f065b1fe50a015b20ca1b6776de,7,30000,34500,30,Unknown,Unknown,Unknown,20000,14166.67,4487.64,16604.17,20,7.07,0,14.33333333,0.166666667,2428.5714,1,3.4,0,40,Unknown,8,0,1,2.876364012,1.15,0,1
8a858f305c8dd672015c9665d0c0122b,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,29,0,0,0,0,1,40,Unknown,8,0,1,3.396541916,1.3,0,0
8a858fa95c695f85015c779c6bb8403d,2,10000,11500,15,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,13,0,0,0,0,0,39,Delta,8,8,1,4.072212932,1.15,0,0
8a858fe55656a93801565f38ead003e0,8,20000,24500,30,Savings,GT Bank,Self-Employed,20000,16428.57,4403.15,19553.57,25.71428571,6.78,0,22.14285714,0.285714286,1428.5714,7,29,0,31,Federal Capital Territory,9,0,1,3.61742636,1.225,0,0
8a85882653bc51f50153c1b4a0127f64,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,45,1,0,30,36,0,40,Unknown,9,354,0,0.820562327,1.3,1,0
8a8588fd53e054170153e174e0b258ba,8,40000,44000,30,Other,First Bank,Permanent,40000,21428.57,11248.58,24857.14,30,19.64,0,37.14285714,0.285714286,5357.1429,34,34.1667,0,43,Lagos,9,7,0,3.71734189,1.1,0,0
8a85892854be331a0154c82ebaa37440,10,40000,44000,30,Savings,Access Bank,Permanent,40000,26666.67,10540.93,30611.11,30,0,0,21.77777778,0,3833.3333,0,26.625,0,42,Federal Capital Territory,9,0,0,4.788222517,1.1,0,0
8a8589a754386216015438a93cd229e8,8,40000,44000,30,Unknown,Unknown,Unknown,30000,16666.67,7453.56,19783.33,25,7.07,0,20,0.166666667,4000,4,43,0,40,Unknown,9,104,0,3.544536193,1.1,0,1
8a858e005c2154c2015c2cf818481eb3,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,22,0,0,0,0,0,40,Unknown,8,0,0,3.396541916,1.15,0,0
8a858e045cd5b1d6015ce403694c1191,2,10000,13000,30,Savings,Zenith Bank,Permanent,10000,10000,0,13000,30,0,0,29,0,0,0,0,0,49,Federal Capital Territory,8,0,1,4.173059353,1.3,0,0
8a858e0c5bfceae6015bfcfabccb0a81,3,10000,13000,30,Savings,First Bank,Permanent,10000,10000,0,11500,15,0,0,14.5,0,0,0,18,0,41,Kaduna,8,7,0,4.092382217,1.3,0,0
8a858e135cb22031015cbb1bc347555b,2,10000,13000,30,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,16,0,0,0,0,1,45,Nasarawa,8,1,0,4.132720785,1.3,0,0
8a858e1e54e2aa5a0154e43dd98e059d,15,50000,52500,30,Other,GT Bank,Permanent,40000,29642.86,11720.6,34776.79,40.71428571,14.37,0,27.07142857,0.214285714,2736.2637,10,1.5385,0,36,Federal Capital Territory,9,0,0,4.007838685,1.05,0,0
8a858e235bd971a4015bdbb925cf4332,5,20000,24500,30,Savings,Heritage Bank,Permanent,20000,12500,4330.13,15500,26.25,6.5,0,13.25,0,3000,0,7.3333,0,43,Cross River,8,1,0,4.112551501,1.225,0,0
8a858e2d5bb55d46015bc87e5f3d72b8,3,10000,13000,30,Savings,Stanbic IBTC,Permanent,10000,10000,0,13000,30,0,0,28,0,0,0,1,0,34,Lagos,8,1,0,4.021789722,1.3,0,0
8a858e455c1bf763015c1c05a746088b,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,7.5,0,0,0,18,0,38,Lagos,8,9,0,4.06212829,1.3,0,0
8a858e4b5cb1e4d7015cc1690bb93c0a,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,33,1,0,1,0,0,40,Unknown,8,0,0,0.304780293,1.3,1,0
8a858e585beda464015bef1043887889,4,20000,24500,30,Savings,Standard Chartered,Permanent,10000,10000,0,12500,25,7.07,0,23.66666667,0,0,0,0,1,41,Ogun,8,3,0,4.092382217,1.225,0,0
8a858e645591c24b01559c74651d5f0e,10,30000,34500,30,Unknown,Unknown,Unknown,30000,15555.56,6849.35,17683.33,18.33333333,6.24,0,14.77777778,0,2333.3333,0,32,0,40,Unknown,9,0,0,4.082297575,1.15,0,0
8a858e685adba68e015adc08c7934770,3,10000,13000,30,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,26,0,0,0,5,0,39,Kwara,8,2,0,4.072212932,1.3,0,0
8a858e6d5b62e36f015b6510c8b02ff6,4,10000,12250,30,Savings,Zenith Bank,Permanent,10000,10000,0,13000,30,0,0,24.66666667,0,0,0,10,1,33,Oyo,8,0,0,4.01170508,1.225,0,0
8a858ee65be8d42d015be8ed0ebb0f5f,3,10000,13000,30,Savings,UBA,Unknown,10000,10000,0,13000,30,0,0,25.5,0,0,0,0,0,49,Plateau,8,0,0,3.487303694,1.3,0,0
8a858eed5a42df95015a435ce1762491,3,20000,24500,30,Savings,Skye Bank,Permanent,10000,10000,0,13000,30,0,0,31,1,0,2,7,0,45,Ogun,8,4,0,1.035098002,1.225,1,0
8a858ef358d4a48e0158d50224cb12c5,8,30000,39000,60,Unknown,Unknown,Unknown,20000,12857.14,3642.16,15732.14,27.85714286,5.25,0,24.71428571,0,1428.5714,0,3.5,0,40,Unknown,8,2,0,3.396541916,1.3,0,1
8a858efb54ccb4820154cd9a41672ee0,8,10000,11500,15,Other,Zenith Bank,Permanent,10000,11428.57,3499.27,14542.86,30,0,0,30.28571429,0.285714286,0,10,4.8333,0,35,Rivers,8,5,0,3.091576923,1.15,0,0
8a858f005c59e532015c5a89b8405010,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,32,0,0,0,0,0,42,Ekiti,8,1,0,4.102466859,1.3,0,0
8a858f085a477386015a47dc3a683d93,6,10000,12250,30,Savings,Diamond Bank,Unknown,15000,12000,2449.49,15150,30,0,0,27.4,0,1500,0,2.75,0,42,Kaduna,8,3,0,3.4167112,1.225,0,0
8a858f145b42fac4015b43071e610aab,4,20000,24500,30,Savings,Standard Chartered,Permanent,20000,13333.33,4714.05,15833.33,20,7.07,0,19.66666667,0.333333333,5000,1,22.5,0,42,Lagos,8,1,0,3.067972211,1.225,0,0
8a858f1a5b66e6d6015b66ebd451051b,5,20000,24500,30,Unknown,Unknown,Unknown,20000,12500,4330.13,15125,22.5,7.5,0,19,0,3000,0,2,1,40,Unknown,8,0,0,3.396541916,1.225,0,0
8a858f2656e154de0156e1c737b11a5d,3,10000,13000,30,Other,GT Bank,Permanent,10000,10000,0,13000,30,0,0,35,1,0,7,219,0,32,Lagos,8,30,0,0.874691858,1.3,1,0
8a858f2b5b870cfe015b870e2543007e,7,30000,34500,30,Unknown,Unknown,Unknown,20000,15000,5000,17375,20,7.07,0,12.16666667,0,2571.4286,0,0.2,1,40,Unknown,8,0,0,3.396541916,1.15,0,0
8a858f2c5ca72bae015ca8b479831073,2,10000,11500,15,Savings,EcoBank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,34,Enugu,8,12,0,4.021789722,1.15,0,0
8a858f335c8d9723015c8e03c1123a8f,2,10000,11500,15,Savings,Zenith Bank,Permanent,10000,10000,0,11500,15,0,0,16,0,0,0,0,0,48,Rivers,8,27,0,4.162974711,1.15,0,0
8a858f365b2547f3015b2d7c3d736f1a,7,20000,23000,30,Savings,First Bank,Unknown,20000,12500,3818.81,14210.42,17.5,5.59,0,12.33333333,0,1571.4286,0,2.8,0,30,Lagos,8,1,1,3.295695496,1.15,0,0
8a858f4156939c3c0156a2957b34644c,9,30000,34500,30,Other,GT Bank,Permanent,30000,21250,7806.25,24487.5,24.375,7.26,0,25.125,0.375,3214.2857,23,19.2857,0,36,Lagos,9,3,0,3.435695323,1.15,0,0
8a858f4b55df0f530155ebb514c354cc,7,15000,16500,30,Savings,GT Bank,Student,20000,21666.67,10671.87,25783.33,37.5,16.77,0,24.66666667,0,4285.7143,0,40.2,0,37,Cross River,9,28,0,4.326345912,1.1,0,0
8a858f565af28234015af2e8053c0ada,3,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,24.5,0.5,0,22,1,0,37,Lagos,8,69,1,1.694392249,1.3,1,0
8a858f5d5d56884c015d5a21e575563a,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,7,0,0,0,0,1,40,Unknown,8,0,0,3.396541916,1.15,0,0
8a858f635a8a972f015a8b9cb9d14bd5,6,15000,16687.5,15,Savings,GT Bank,Permanent,15000,12000,2449.49,13570,15,0,0,10.8,0,1500,0,4,0,40,Oyo,8,59,0,4.082297575,1.1125,0,0
8a858f6f5b3f095b015b420385286ad0,4,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,12500,25,7.07,0,26.33333333,0.666666667,0,9,6.5,0,49,Lagos,8,4,1,1.377286283,1.3,1,0
8a858f7958b0a4a80158b788cb270dda,2,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,13000,30,0,0,35,1,0,5,0,0,31,Benue,8,200,0,0.190573876,1.3,1,0
8a858f855bf2f1ad015bf67271165549,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,28,0,0,0,1,0,40,Unknown,8,2,0,3.396541916,1.3,0,0
8a858f8f5c87d0c8015c8835a5153de6,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,26,1,0,11,0,0,40,Unknown,8,1,1,0.246168698,1.3,1,0
8a858f99560bbe4501561769d7674785,7,30000,39000,60,Other,UBA,Self-Employed,20000,15000,5000,18200,27.5,5.59,0,24.16666667,0,2571.4286,0,39,0,53,Rivers,9,7,0,4.762002448,1.3,0,0
8a858f9f5bd99987015be6ee3a4317c5,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,17,0,0,0,0,0,35,Lagos,8,0,0,4.031874364,1.3,0,0
8a858fa4552add9f0155486adf77224e,11,30000,34500,30,Other,GT Bank,Permanent,30000,19000,8306.62,21520,19.5,6.87,0,15.1,0,2727.2727,0,27.8889,0,41,Oyo,9,2,0,4.778137875,1.15,0,0
8a858fab5cd5e1a7015cdbcb4ba75d93,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,30,0,0,0,0,0,40,Unknown,8,1,1,3.396541916,1.3,0,0
8a858fb95bd896cc015bd8a2836b06eb,3,10000,11500,15,Savings,UBA,Permanent,10000,10000,0,13000,30,0,0,27,0,0,0,5,1,49,Ogun,8,20,0,4.173059353,1.15,0,0
8a858fbd5cd6054a015ce61d008912a3,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,2,0,0,0,0,0,40,Unknown,8,2,1,3.396541916,1.3,0,0
8a858fc9580b91da0158173d53626619,10,30000,34500,30,Unknown,Unknown,Unknown,30000,17777.78,7856.74,21377.78,30,0,0,25.77777778,0,2833.3333,0,3.375,0,40,Unknown,8,5,0,3.396541916,1.15,0,0
8a858fd25c5a5bc7015c5d7b33f70f4b,3,10000,11500,15,Savings,UBA,Unemployed,10000,10000,0,11500,15,0,0,13,0.5,0,5,12,0,36,Akwa Ibom,8,4,0,1.92109845,1.15,1,0
8a858fe756939bbb01569a4804eb511b,11,20000,22000,30,Other,Stanbic IBTC,Permanent,30000,22000,8426.15,25705,31.5,19.5,0,22.6,0,2242.4242,0,10.5556,0,33,Kaduna,9,3,0,4.697460739,1.1,0,0
8a858fef570f30e501571f8c9b393e0c,3,10000,13000,30,Other,Diamond Bank,Unknown,10000,10000,0,13000,30,0,0,28,0,0,0,3,0,46,Lagos,8,2,0,3.457049768,1.3,0,0
8a858ff85bd93919015be5e2ee740cfe,2,10000,13000,30,Savings,Fidelity Bank,Unknown,10000,10000,0,13000,30,0,0,49,1,0,18,0,0,38,Oyo,8,6,1,0.184971298,1.3,1,0
8a858e0059416900015959ea8c801312,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,17,1,0,1,0,0,40,Unknown,8,1,1,0.304780293,1.3,1,0
8a858e5555780ea001557c358eac1a2c,8,25000,28750,30,Unknown,Unknown,Unknown,30000,17142.86,6998.54,20885.71,30,0,0,44.14285714,0.142857143,2857.1429,110,10.6667,0,40,Unknown,9,0,1,2.996727109,1.15,0,0
8a858eda5c8863ff015ca0c606e96219,2,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,26,1,0,12,0,1,40,Unknown,8,2,1,0.240307538,1.15,1,0
8a858f125c5f88b1015c62b300050e57,3,10000,11500,15,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,13,0.5,0,1,1,0,40,Unknown,8,12,1,1.847730525,1.15,1,0
8a858f565c3acb9d015c4398b36817a8,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,26.5,0,0,0,0,0,40,Unknown,8,0,1,3.396541916,1.3,0,0
8a858fb557330de101574e0d803b1042,2,10000,13000,30,Other,GT Bank,Permanent,10000,10000,0,13000,30,0,0,45,1,0,16,0,0,30,Lagos,8,0,1,0.801772139,1.3,1,0
8a8588235375c27f01537601102f108c,3,20000,22250,15,Other,Zenith Bank,Permanent,10000,10000,0,11500,15,0,0,18.5,1,0,5,32,0,51,Lagos,9,419,1,1.763778034,1.1125,1,0
8a85886e54beabf90154c3f2f2ba3e59,7,40000,48000,60,Unknown,Unknown,Unknown,30000,18333.33,8975.27,22566.67,35,18.71,0,32.83333333,0.166666667,3142.8571,2,42.4,0,40,Unknown,9,8,0,3.556258512,1.2,0,1
8a8588f35451808f015475d4e4432f4f,6,20000,24500,30,Savings,Zenith Bank,Permanent,10000,12000,4000,13880,18,6,0,27.4,0.4,0,59,12.25,0,36,Kaduna,8,1,0,2.461790412,1.225,0,0
8a85893d53f104eb01540e4ca76369ad,17,40000,44000,30,Unknown,Unknown,Unknown,40000,25000,11726.04,28573.44,27.1875,10.89,0,19.625,0.0625,2441.1765,9,8.4,0,40,Unknown,9,4,0,3.83667836,1.1,0,0
8a85897353d85af80153db21edaa0bf8,12,40000,44000,30,Savings,Stanbic IBTC,Permanent,40000,22090.91,11758.59,24834.09,21.81818182,7.47,0,21.90909091,0.090909091,2636.3636,60,21,0,46,Abroad,9,3,0,4.196355111,1.1,0,0
8a8589b953d0be470153d1069c3f14cd,3,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,146,1,0,219,162,0,40,Lagos,9,0,1,0.398558844,1.3,1,0
8a858e0256b781d80156c65a6ffb2709,11,20000,22000,30,Other,GT Bank,Student,40000,27500,10307.76,31335,28.5,4.5,0,26.2,0,3363.6364,0,6.2222,0,35,Delta,9,0,0,4.306176628,1.1,0,0
8a858e135c78e673015c7c818dbd2262,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,27,0,0,0,0,0,40,Unknown,8,9,1,3.396541916,1.3,0,0
8a858e1a5bce88e5015bced034b62745,3,10000,13000,30,Savings,GT Bank,Unknown,10000,10000,0,13000,30,0,0,36,1,0,9,12,0,42,Kwara,8,0,0,0.278060301,1.3,1,0
8a858e255557edfe01557510da606263,13,20000,23000,30,Other,GT Bank,Permanent,20000,20833.33,7592.03,24828.12,33.75,12.44,0,29.91666667,0.333333333,839.1608,7,0.7273,0,38,Lagos,9,1,0,3.678222345,1.15,0,0
8a858e355908083001593c3acd320f4b,4,20000,24500,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,26.66666667,0,0,0,5,0,40,Unknown,8,3,0,3.396541916,1.225,0,0
8a858e445cd56553015ce90cc9241ba4,2,10000,13000,30,Savings,GT Bank,Student,10000,10000,0,11500,15,0,0,7,0,0,0,0,0,31,Lagos,8,2,0,3.580082401,1.3,0,0
8a858e585693982b01569cc35e894aed,8,20000,24500,30,Unknown,Unknown,Unknown,20000,18571.43,6388.77,22657.14,32.14285714,12.49,0,31.71428571,0.285714286,2500,5,19.3333,0,40,Unknown,9,0,0,3.17130593,1.225,0,0
8a858e5b5bd99460015bdfb8f92e480d,2,10000,13000,30,Other,Access Bank,Permanent,10000,10000,0,13000,30,0,0,25,0,0,0,0,0,43,Lagos,8,11,0,4.112551501,1.3,0,0
8a858e69566ae5b801569187d18d5bba,14,30000,34500,30,Unknown,Unknown,Unknown,30000,23846.15,7378.2,26961.54,21.92307692,7.48,0,22.53846154,0.384615385,1318.6813,10,2.0833,0,40,Unknown,9,1,0,2.836801186,1.15,0,0
8a858e6c5c88d145015c8d19eb99041d,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,27,0,0,0,0,1,45,Ogun,8,4,0,4.132720785,1.3,0,0
8a858e6f5cd5e874015cdf871bb30530,2,10000,13000,30,Savings,Zenith Bank,Permanent,10000,10000,0,11500,15,0,0,11,0,0,0,0,0,39,Federal Capital Territory,8,2,0,4.072212932,1.3,0,0
8a858e785c8d9167015c8fed39cf53ae,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,19,0,0,0,0,0,40,Unknown,8,17,0,3.396541916,1.3,0,0
8a858e8455f96c1c0155f9bcfd1f0939,5,20000,24500,30,Savings,UBA,Self-Employed,20000,12500,4330.13,15875,30,0,0,31.25,0.25,3000,9,80.6667,0,38,Delta,9,1,0,3.786507266,1.225,0,0
8a85884e548fad6501549a053d8a74fd,16,40000,44000,30,Other,First Bank,Permanent,40000,24466.67,12301.04,27971.67,27,11.22,0,21.86666667,0.066666667,2742.8571,2,7.6429,0,41,Lagos,9,0,0,4.560688859,1.1,0,0
8a8588dd54a3ead30154aa7d6b092010,7,10000,11125,15,Savings,GT Bank,Permanent,10000,10000,0,11875,20,7.07,0,19.83333333,0.5,0,3,57.2,0,34,Lagos,9,10,0,3.147011671,1.1125,1,0
8a8589045384bd83015384deb3ee0e13,10,30000,34500,30,Unknown,Unknown,Unknown,30000,17777.78,7856.74,21377.78,30,0,0,24.55555556,0,2833.3333,0,28,0,40,Unknown,9,11,0,4.082297575,1.15,0,0
8a858966538deb190153a81904df118e,16,40000,44000,30,Unknown,Unknown,Unknown,40000,22666.67,11234.87,27186.67,37,14.35,0,28.26666667,0.266666667,2428.5714,16,2.5,0,40,Unknown,9,0,0,3.165612233,1.1,0,0
8a8589b953d0be470153db2b81b56a23,3,20000,24500,30,Other,Access Bank,Permanent,10000,10000,0,13000,30,0,0,33.5,1,0,6,6,0,44,Lagos,9,382,0,1.687324381,1.225,1,0
8a858e045cd5b1d6015cd6da7b3b4bf2,2,10000,13000,30,Savings,Access Bank,Permanent,10000,10000,0,13000,30,0,0,24,0,0,0,0,0,40,Federal Capital Territory,8,0,1,4.082297575,1.3,0,0
8a858e0f5c45466f015c4a6560255de7,3,10000,13000,30,Savings,Stanbic IBTC,Permanent,10000,10000,0,13000,30,0,0,26.5,0,0,0,0,0,42,Lagos,8,2,0,4.102466859,1.3,0,0
8a858e165a47b2fd015a4b52c72e5a7c,4,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,12500,25,7.07,0,29.66666667,0.333333333,0,24,32.5,0,33,Oyo,8,1,0,2.842403765,1.3,0,0
8a858e1c5bab1191015bae9d16cc1cf6,4,20000,24500,30,Savings,FCMB,Permanent,10000,10000,0,13000,30,0,0,29,0,0,0,0,0,46,Federal Capital Territory,8,0,0,4.142805427,1.225,0,0
8a858e245b680423015b6bf6df1d0f55,4,10000,11500,15,Savings,GT Bank,Unknown,10000,10000,0,11500,15,0,0,23,1,0,11,2.5,0,41,Lagos,8,16,0,0.25625334,1.15,1,0
8a858e335d1dd902015d25fb29be48ff,2,10000,11500,15,Savings,Skye Bank,Permanent,10000,10000,0,11500,15,0,0,2,0,0,0,0,0,34,Lagos,8,9,0,4.021789722,1.15,0,0
8a858e375b347293015b3479e8930819,2,10000,11500,15,Savings,Zenith Bank,Permanent,10000,10000,0,11500,15,0,0,16,0,0,0,0,0,41,Federal Capital Territory,8,37,0,4.092382217,1.15,0,0
8a858e4157e2d76b0157ed77f17c017b,3,10000,13000,30,Other,UBA,Self-Employed,10000,10000,0,13000,30,0,0,30,0.5,0,24,4,0,33,Lagos,8,21,0,2.190935889,1.3,1,0
8a858e505ad27570015ad3a536d46c46,3,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,13000,30,0,0,27,0,0,0,0,0,40,Unknown,8,3,0,3.396541916,1.3,0,0
8a858e585693982b0156ac0d9c0b17b1,10,40000,48000,60,Other,GT Bank,Permanent,40000,21111.11,9938.08,26022.22,40,14.14,0,25.88888889,0.222222222,3666.6667,1,10.5,0,39,Federal Capital Territory,9,0,0,4.066351773,1.2,0,0
8a858e6455828e710155842b4ffa280e,9,20000,24500,30,Unknown,Unknown,Unknown,20000,12500,4330.13,14468.75,16.875,4.96,0,16.75,0.625,1428.5714,8,34.2857,0,40,Unknown,9,4,0,2.106720509,1.225,1,0
8a858e685acda506015aceb81564458d,6,20000,24500,30,Savings,GT Bank,Permanent,20000,14000,4898.98,17000,24,7.35,0,21.6,0.2,3000,1,4,0,36,Ogun,8,0,0,3.418917754,1.225,0,0
8a858e6f5cd5e874015ce7931b330a91,2,10000,13000,30,Unknown,Unknown,Unknown,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,40,Unknown,8,0,0,3.396541916,1.3,0,0
8a858e785c8d9167015c913329f1730e,2,10000,13000,30,Savings,GT Bank,Permanent,10000,10000,0,13000,30,0,0,29,0,0,0,0,1,42,Lagos,8,0,0,4.102466859,1.3,0,0
8a858e875cfa37f5015cfd05416040d7,2,10000,11500,15,Savings,GT Bank,Permanent,10000,10000,0,11500,15,0,0,14,0,0,0,0,0,40,Ogun,8,4,0,4.082297575,1.15,0,0
