loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
4,30000.0,34500.0,30,Unknown,Unknown,Unknown,20000.0,13333.33,4714.05,15833.33,20.0,7.07,0.0,18.0,0.0,5000.0,0.0,1.0,1,40.0,Unknown,8,0,0,3.3965419159095984,1.15,0,1
6,15000.0,18375.0,30,Savings,GT Bank,Permanent,15000.0,11000.0,2000.0,12800.0,18.0,6.0,0.0,16.6,0.0,1000.0,0.0,0.75,0,44.0,Lagos,8,0,0,4.122636142667514,1.225,0,0
9,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,12500.0,4330.13,15412.5,26.25,6.5,0.0,26.75,0.375,1428.5714,5.0,26.0,0,40.0,Unknown,9,0,0,2.8957791032426,1.225,0,0
14,40000.0,44000.0,30,Other,GT Bank,Self-Employed,30000.0,21384.62,8853.84,24198.08,21.923076923076923,7.48,0.0,24.692307692307693,0.07692307692307693,1659.3407,94.0,5.3333,0,46.0,Lagos,9,0,0,3.903084004206243,1.1,0,0
7,30000.0,34500.0,30,Other,GT Bank,Permanent,30000.0,18333.33,6871.84,22283.33,30.0,15.0,0.0,22.333333333333332,0.16666666666666666,3714.2857,1.0,36.8,0,41.0,Lagos,8,0,0,3.5722043131238235,1.15,0,0
4,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.333333333333332,0.3333333333333333,0.0,5.0,1.5,0,47.0,Lagos,8,9,1,3.094950783499111,1.3,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0,43.0,Osun,8,0,0,4.112551500629211,1.3,0,0
5,20000.0,24500.0,30,Savings,First Bank,Unknown,20000.0,12500.0,4330.13,15125.0,22.5,7.5,0.0,21.75,0.0,3000.0,0.0,0.6667,0,42.0,Lagos,8,2,0,3.416711199986207,1.225,0,0
6,20000.0,24500.0,30,Savings,Stanbic IBTC,Unknown,20000.0,14000.0,4898.98,16700.0,21.0,7.35,0.0,17.4,0.0,3000.0,0.0,0.0,1,44.0,Ogun,8,1,0,3.4368804840628164,1.225,0,0
5,20000.0,24500.0,30,Savings,Zenith Bank,Permanent,20000.0,12500.0,4330.13,15500.0,26.25,6.5,0.0,26.25,0.25,3000.0,3.0,0.6667,0,36.0,Ogun,8,0,0,3.2529004120050327,1.225,0,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.5,0.0,-0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.5,0.0,-0.0,0.0,1.0,0,40.0,Unknown,8,1,0,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1,32.0,Delta,8,6,0,4.001620438207862,1.3,0,0
5,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,15500.0,26.25,6.5,0.0,24.5,0.25,3000.0,3.0,2.0,0,36.0,Lagos,8,0,0,3.2529004120050327,1.225,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
4,30000.0,39000.0,60,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,27.857142857142858,0.0,0.0,23.0,0.0,0.0,0.0,1.25,0,51.0,Lagos,8,17,1,4.193228636935647,1.3,0,1
5,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,14750.0,18.75,6.5,0.0,18.25,0.0,3000.0,0.0,4.3333,1,36.0,Ondo,8,0,1,4.041959006361079,1.225,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,26.0,0.5,-0.0,20.0,1.0,0,33.0,Ogun,8,8,1,2.3515316588805173,1.3,1,0
3,10000.0,13000.0,30,Savings,First Bank,Unemployed,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.0,-0.0,0.0,6.0,1,35.0,Benue,8,2,1,3.483269837439017,1.3,0,0
3,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,20.5,0.0,-0.0,0.0,1.0,1,40.0,Unknown,8,1,1,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,36.0,Delta,8,0,1,4.041959006361079,1.3,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1,36.0,Ogun,8,0,1,4.041959006361079,1.3,0,0
5,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.75,0.25,-0.0,14.0,88.6667,0,40.0,Unknown,9,3,1,3.228766225930458,1.3,0,0
10,40000.0,48000.0,60,Savings,GT Bank,Permanent,40000.0,21666.67,10000.0,26433.33,40.0,14.14,0.0,35.111111111111114,0.1111111111111111,3750.0,1.0,19.125,0,39.0,Lagos,9,0,0,4.409229602303089,1.2,0,0
3,10000.0,11500.0,15,Savings,First Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,24.5,0.5,-0.0,1.0,25.0,0,36.0,Lagos,8,2,0,2.493147615025254,1.15,1,0
3,10000.0,13000.0,30,Savings,EcoBank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,13.0,0.0,-0.0,0.0,439.0,0,36.0,Borno,9,4,0,4.727714664965779,1.3,0,0
8,30000.0,39000.0,60,Unknown,Unknown,Unknown,30000.0,19285.71,6776.31,23407.14,32.142857142857146,12.49,0.0,27.285714285714285,0.0,3214.2857,0.0,43.0,0,40.0,Unknown,9,3,0,4.082297574514299,1.3,0,0
7,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,12750.0,27.5,5.59,0.0,38.666666666666664,0.5,0.0,65.0,44.0,0,37.0,Ondo,9,1,0,2.8138737092520114,1.3,1,0
10,40000.0,48000.0,60,Savings,GT Bank,Permanent,30000.0,20000.0,8164.97,23377.78,26.666666666666668,18.41,0.0,20.444444444444443,0.0,3000.0,0.0,7.0,0,38.0,Kano,8,0,1,4.062128290437688,1.2,0,0
9,20000.0,24500.0,30,Other,UBA,Permanent,10000.0,11875.0,3479.85,14256.25,22.5,7.5,0.0,20.25,0.375,535.7143,11.0,18.5714,0,30.0,Lagos,8,1,0,2.7597657260080317,1.225,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,41.0,Plateau,8,1,0,4.092382216552601,1.15,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,39.0,Kwara,8,12,0,4.072212932475993,1.3,0,0
9,50000.0,55000.0,60,Other,Zenith Bank,Self-Employed,20000.0,22500.0,11989.58,26881.25,41.25,14.52,0.0,34.625,0.0,3809.5238,0.0,12.8571,0,31.0,Lagos,9,3,0,4.540140323053319,1.1,0,1
2,10000.0,13000.0,30,Savings,First Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0,49.0,Cross River,8,0,0,3.4873036942543383,1.3,0,0
5,20000.0,22250.0,15,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,14750.0,18.75,6.5,0.0,12.75,0.0,3000.0,0.0,2.6667,0,37.0,Lagos,8,0,0,4.052043648399384,1.1125,0,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,10.0,0.0,-0.0,0.0,195.0,0,40.0,Unknown,8,4,0,3.3965419159095984,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,2,0,3.3965419159095984,1.15,0,0
2,10000.0,11500.0,15,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,40.0,Lagos,8,18,0,4.082297574514297,1.15,0,0
3,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,19.0,0.0,-0.0,0.0,11.0,0,33.0,Lagos,8,0,0,4.011705080246167,1.3,0,0
8,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,17142.86,6998.54,20371.43,25.714285714285715,6.78,0.0,22.0,0.0,3214.2857,0.0,1.3333,0,40.0,Unknown,8,9,0,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1,35.0,Kaduna,8,1,0,4.031874364322776,1.3,0,0
4,20000.0,24500.0,30,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,14.5,0,39.0,Lagos,8,0,1,3.386457273871294,1.225,0,0
4,10000.0,11500.0,15,Savings,EcoBank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,20.0,0.3333333333333333,0.0,23.0,2.0,0,37.0,Kwara,8,4,0,2.8886034925614985,1.15,0,0
7,30000.0,34500.0,30,Other,GT Bank,Permanent,20000.0,15000.0,5000.0,16875.0,15.0,0.0,0.0,10.666666666666666,0.0,2571.4286,0.0,0.4,0,45.0,Lagos,8,0,0,4.132720784705819,1.15,0,0
3,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,18.0,0.0,-0.0,0.0,12.0,0,34.0,Ogun,8,0,0,4.0217897222844705,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
2,10000.0,11500.0,15,Savings,Sterling Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,43.0,Cross River,8,8,0,4.112551500629211,1.15,0,0
6,30000.0,34500.0,30,Savings,Access Bank,Permanent,20000.0,14000.0,4898.98,17000.0,24.0,7.35,0.0,13.6,0.0,3000.0,0.0,1.75,1,34.0,Oyo,8,3,0,4.0217897222844705,1.15,0,1
7,30000.0,34500.0,30,Savings,UBA,Unknown,10000.0,10000.0,0.0,11562.5,17.5,5.59,0.0,17.333333333333332,0.3333333333333333,0.0,2.0,0.0,0,36.0,Oyo,8,0,0,2.3158475408988255,1.15,0,1
7,30000.0,34500.0,30,Savings,GT Bank,Permanent,20000.0,15000.0,5000.0,18633.33,30.0,0.0,0.0,26.0,0.0,2571.4286,0.0,0.2,0,46.0,Lagos,8,0,0,4.1428054267441246,1.15,0,0
7,10000.0,10750.0,15,Other,GT Bank,Permanent,10000.0,10000.0,0.0,11225.0,15.0,0.0,0.0,9.666666666666666,0.0,0.0,0.0,57.2,0,32.0,Lagos,9,11,0,4.687376096812562,1.075,0,0
7,20000.0,23000.0,30,Savings,UBA,Permanent,20000.0,15000.0,5000.0,18133.33,25.0,7.07,0.0,23.333333333333332,0.16666666666666666,2571.4286,1.0,3.4,0,36.0,Osun,8,1,0,3.521781102932302,1.15,0,0
12,30000.0,34500.0,30,Savings,GT Bank,Permanent,10000.0,12727.27,6165.75,14381.82,16.363636363636363,4.31,0.0,5.818181818181818,0.0,545.4545,0.0,3.1,0,38.0,Lagos,8,0,0,4.062128290437688,1.15,0,1
4,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,76.0,0,40.0,Unknown,8,15,1,3.3965419159095984,1.225,0,0
4,20000.0,24500.0,30,Savings,EcoBank,Permanent,20000.0,13333.33,4714.05,16333.33,25.0,7.07,0.0,23.333333333333332,0.3333333333333333,5000.0,2.0,151.5,0,42.0,Lagos,9,0,0,3.7478667103380494,1.225,0,0
6,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,14000.0,4898.98,17300.0,27.0,6.0,0.0,26.6,0.0,3000.0,0.0,10.5,0,40.0,Unknown,8,3,0,3.3965419159095984,1.225,0,0
14,50000.0,52500.0,30,Other,GT Bank,Self-Employed,50000.0,30769.23,12686.48,35423.08,36.92307692307692,12.64,0.0,27.307692307692307,0.07692307692307693,3296.7033,2.0,1.0833,0,47.0,Oyo,9,8,0,4.452395317967902,1.05,0,0
3,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.5,0.0,-0.0,0.0,1.0,0,44.0,Kaduna,8,10,0,4.122636142667514,1.3,0,0
10,30000.0,34500.0,30,Savings,Skye Bank,Unknown,30000.0,20000.0,8164.97,22622.22,20.0,7.07,0.0,11.777777777777779,0.1111111111111111,3000.0,2.0,1.625,0,45.0,Lagos,8,0,0,3.092364977848263,1.15,0,0
5,10000.0,13000.0,30,Savings,Heritage Bank,Permanent,10000.0,10000.0,0.0,11875.0,18.75,6.5,0.0,20.25,0.5,-0.0,16.0,2.6667,0,44.0,Lagos,8,17,0,2.4859073592028813,1.3,1,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,18.0,0.0,-0.0,0.0,0.0,0,40.0,Unknown,8,6,0,3.3965419159095984,1.3,0,0
11,30000.0,39000.0,60,Savings,Access Bank,Self-Employed,30000.0,22000.0,8717.8,26950.0,39.0,13.75,0.0,35.8,0.3,2787.8788,14.0,9.4444,0,55.0,Lagos,9,0,0,3.774345360202727,1.3,0,0
9,30000.0,34500.0,30,Other,Access Bank,Self-Employed,30000.0,17500.0,6614.38,21350.0,30.0,0.0,0.0,33.375,0.375,2619.0476,21.0,26.7143,0,53.0,Lagos,9,2,0,3.4817054250202553,1.15,0,0
17,50000.0,57500.0,90,Unknown,Unknown,Unknown,50000.0,19062.5,13016.67,22853.12,40.3125,18.91,0.0,23.875,0.3125,2154.4118,11.0,5.0,0,40.0,Unknown,9,0,0,3.0534809253736475,1.15,0,1
2,10000.0,13000.0,30,Other,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,49.0,Lagos,9,376,0,4.858815011463736,1.3,0,0
8,30000.0,34500.0,30,Other,Zenith Bank,Permanent,20000.0,14285.71,4948.72,17828.57,30.0,0.0,0.0,28.428571428571427,0.0,2142.8571,0.0,1.0,0,43.0,Kaduna,8,2,0,4.112551500629211,1.15,0,1
5,10000.0,12250.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,12812.5,30.0,0.0,0.0,26.75,0.0,-0.0,0.0,5.6667,0,38.0,Lagos,8,0,0,4.062128290437688,1.225,0,0
3,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,10.0,0.0,-0.0,0.0,17.0,0,44.0,Delta,8,10,0,4.122636142667514,1.3,0,0
2,10000.0,11000.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,44.0,Lagos,8,19,0,4.122636142667514,1.1,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,36.0,Federal Capital Territory,8,0,0,4.041959006361079,1.3,0,0
5,20000.0,24500.0,30,Other,First Bank,Permanent,10000.0,10000.0,0.0,12625.0,26.25,6.5,0.0,22.5,0.25,-0.0,1.0,11.3333,0,36.0,Oyo,8,26,0,3.2646227309555402,1.225,0,0
2,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1,37.0,Oyo,8,22,0,4.052043648399384,1.3,0,0
8,30000.0,39000.0,60,Savings,GT Bank,Student,30000.0,18571.43,6388.77,22671.43,34.285714285714285,10.5,0.0,36.57142857142857,0.42857142857142855,2857.1429,7.0,6.0,0,31.0,Edo,8,0,0,2.2165255145137577,1.3,1,0
2,10000.0,12500.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1,38.0,Federal Capital Territory,8,3,1,4.062128290437688,1.25,0,0
3,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,-0.0,0.0,5.0,0,45.0,Federal Capital Territory,8,0,0,4.132720784705819,1.3,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,53.0,Lagos,8,0,0,4.213397921012255,1.3,0,0
2,10000.0,13000.0,30,Savings,FCMB,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,32.0,Nasarawa,8,0,0,4.001620438207862,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,10,0,3.3965419159095984,1.3,0,0
5,30000.0,34500.0,30,Savings,Zenith Bank,Permanent,25000.0,13250.0,6832.83,15818.75,26.25,6.5,0.0,20.75,0.0,5100.0,0.0,110.3333,0,48.0,Lagos,9,1,0,4.848730369425432,1.15,0,1
4,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,26.333333333333332,0.6666666666666666,0.0,4.0,3.0,0,34.0,Ogun,8,2,0,1.9410781085693596,1.3,1,0
3,10000.0,13000.0,30,Savings,First Bank,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,23.0,0.0,-0.0,0.0,0.0,0,52.0,Oyo,8,0,0,3.517557620369251,1.3,0,0
5,20000.0,22250.0,15,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,15500.0,26.25,6.5,0.0,20.25,0.0,3000.0,0.0,9.0,0,35.0,Enugu,8,3,0,4.031874364322776,1.1125,0,0
5,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,15875.0,30.0,0.0,0.0,28.0,0.0,3000.0,0.0,7.3333,0,44.0,Lagos,8,0,1,4.122636142667514,1.225,0,0
6,30000.0,34500.0,30,Unknown,Unknown,Unknown,15000.0,12000.0,2449.49,13725.0,18.0,6.0,0.0,15.0,0.0,1000.0,0.0,0.75,1,40.0,Unknown,8,10,0,3.3965419159095984,1.15,0,1
12,10000.0,11500.0,15,Other,GT Bank,Self-Employed,10000.0,10909.09,2874.8,12681.82,16.363636363636363,4.31,0.0,18.90909090909091,0.6363636363636364,363.6364,9.0,10.1,0,40.0,Ogun,8,5,0,1.928641166966254,1.15,1,0
9,40000.0,48000.0,60,Other,GT Bank,Permanent,30000.0,17500.0,8291.56,21918.75,37.5,12.99,0.0,36.0,0.0,3333.3333,0.0,11.5714,0,31.0,Lagos,9,0,0,4.677291454774257,1.2,0,1
2,10000.0,11500.0,15,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,33.0,1.0,0.0,3.0,0.0,0,31.0,Lagos,8,43,0,0.8880518540226515,1.15,1,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,23.0,0.0,-0.0,0.0,5.0,1,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
2,10000.0,11500.0,15,Savings,First Bank,Self-Employed,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,43.0,Oyo,8,0,0,3.9754003689082715,1.15,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1,38.0,Lagos,8,14,0,4.062128290437688,1.15,0,0
6,30000.0,34500.0,30,Savings,First Bank,Permanent,20000.0,14000.0,4898.98,17600.0,30.0,0.0,0.0,28.6,0.0,3000.0,0.0,0.0,0,39.0,Lagos,8,1,0,4.072212932475993,1.15,0,1
2,10000.0,13000.0,30,Savings,Stanbic IBTC,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,47.0,Oyo,8,4,0,4.152890068782429,1.3,0,0
5,30000.0,39000.0,60,Unknown,Unknown,Unknown,20000.0,15000.0,5000.0,16787.5,15.0,0.0,0.0,6.5,0.0,4000.0,0.0,112.3333,0,40.0,Unknown,9,14,0,4.082297574514299,1.3,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,9.0,0.0,-0.0,0.0,2.0,0,35.0,Lagos,8,26,0,4.031874364322776,1.3,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.5,0.0,-0.0,0.0,5.0,0,46.0,Lagos,8,7,1,4.1428054267441246,1.3,0,0
6,30000.0,34500.0,30,Unknown,Unknown,Unknown,20000.0,15000.0,6324.56,17410.0,21.0,7.35,0.0,22.2,0.2,4000.0,40.0,27.75,0,40.0,Unknown,9,165,0,3.2306711027599158,1.15,0,0
5,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,21.0,0.75,-0.0,22.0,3.0,0,40.0,Unknown,8,21,1,0.9531710596631553,1.15,1,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,43.0,Kano,8,1,1,4.112551500629211,1.3,0,0
10,40000.0,44000.0,30,Unknown,Unknown,Unknown,30000.0,21666.67,8164.97,25008.33,25.0,7.07,0.0,21.88888888888889,0.0,2833.3333,0.0,14.5,0,40.0,Unknown,9,7,0,4.082297574514299,1.1,0,0
3,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,31.5,0.0,-0.0,0.0,4.0,1,39.0,Ekiti,8,0,0,4.072212932475993,1.3,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1,35.0,Lagos,8,0,0,4.031874364322776,1.3,0,0
11,30000.0,34500.0,30,Other,GT Bank,Permanent,30000.0,22000.0,8717.8,25730.0,28.5,4.5,0.0,26.6,0.3,2545.4545,17.0,6.0,0,35.0,Lagos,9,0,0,3.6922201727318162,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,5,0,3.3965419159095984,1.3,0,0
3,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,19.5,0.0,-0.0,0.0,0.0,0,45.0,Lagos,8,1,1,4.132720784705819,1.3,0,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,38.0,Federal Capital Territory,8,0,0,4.062128290437688,1.3,0,0
10,25000.0,27500.0,30,Savings,GT Bank,Student,35000.0,19444.44,9262.96,22916.67,30.0,0.0,0.0,23.0,0.1111111111111111,2916.6667,2.0,2.875,0,32.0,Ondo,8,0,0,3.235566894792186,1.1,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,47.0,Federal Capital Territory,8,2,0,4.152890068782429,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,1,0,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Other,GT Bank,Student,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,42.0,1.0,0.0,12.0,0.0,0,32.0,Lagos,9,317,0,1.1196883242255506,1.3,1,0
10,40000.0,44000.0,30,Savings,GT Bank,Permanent,40000.0,27222.22,12272.62,31300.0,33.333333333333336,9.43,0.0,27.88888888888889,0.2222222222222222,4500.0,3.0,18.625,0,45.0,Rivers,9,1,0,4.115137306280059,1.1,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,38.0,1.0,0.0,23.0,0.0,0,40.0,Unknown,8,166,1,0.17583478425761526,1.15,1,0
7,40000.0,48000.0,60,Unknown,Unknown,Unknown,30000.0,20000.0,8164.97,22883.33,22.5,7.5,0.0,16.666666666666668,0.0,4571.4286,0.0,45.2,0,40.0,Unknown,9,0,0,4.082297574514299,1.2,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0,55.0,Lagos,8,1,0,4.233567205088864,1.15,0,0
2,10000.0,11500.0,15,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,39.0,Imo,8,3,0,4.072212932475993,1.15,0,0
2,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,50.0,Delta,8,1,0,4.183143994897343,1.3,0,0
5,10000.0,13000.0,30,Other,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,46.25,0.5,-0.0,76.0,39.0,0,32.0,Ogun,9,2,0,2.698977744832697,1.3,1,0
9,30000.0,34500.0,30,Other,GT Bank,Permanent,30000.0,21875.0,8637.67,25734.38,30.0,0.0,0.0,30.25,0.125,3511.9048,4.0,18.8571,0,40.0,Oyo,9,0,0,4.358871037252837,1.15,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,38.0,Lagos,8,5,0,4.062128290437688,1.3,0,0
