customerid,state
8a85882653e2eb990153e7a9eda325a7,Anambra
8a8588dd54be35520154bf9790ea4a55,Federal Capital Territory
8a858928548fb121015495dafe41016b,Unknown
8a85898a53d0af400153d7dc5cc22b9f,Oyo
8a858e0256b781d80156b8f2d33c4f27,Unknown
8a858e0c552ae0b8015543cb7d1a5cbd,Unknown
8a858e105bd92644015be812e5683388,Rivers
8a858e1d5c5a460c015c5a51775a0613,Lagos
8a858e325d3245ec015d328e6b0b1fcc,Kaduna
8a858e3d5c3b5122015c43f776bd4a3a,Lagos
8a858e585693982b015699e7c57e03e2,Unknown
8a858e5e57adcb8e0157b5023bf2676e,Unknown
8a858e675c3fe0a1015c55131ebd5fa6,Lagos
8a858e6a5bfd4b54015c0dc45b31270b,Lagos
8a858e705b3a03c7015b3ceed0d531fb,Unknown
8a858e7d595026f80159636aa36f487b,Abroad
8a858e8d56b784480156cc1a80f60132,Ogun
8a858e9d5bfd7037015c07cdd6f1278d,Unknown
8a858eab5cf9c4c8015cfa0b1d8e1c67,Lagos
8a858eb85cef9327015cf2b1db7c052c,Lagos
8a858ebc572e1e3a01572f517e505dc4,Edo
8a858ec55ca7919d015cab70e8954f34,Unknown
8a858ec95afc0922015b0a6d75655b14,Lagos
8a858ed45c454c11015c53de37e71789,Unknown
8a858eda5c8863ff015c8c2578833357,Lagos
8a858edf57f78fed0157fdd279342ccf,Unknown
8a858ee55c830000015c867880563fc3,Unknown
8a858eef55548905015574ae2dcb526f,Unknown
8a858efd5ca70688015cabd1f1e94b55,Lagos
8a858f045556eaa40155698324e4555e,Kwara
8a858f0b5d36a8e1015d36cd984b1990,Lagos
8a858f115cea8545015cee1518b54081,Ondo
8a858f1955b1c4df0155d4ad1adb462c,Edo
8a858f255c78552d015c78e0f386678f,Lagos
8a858f2756cec0a30156cfd1af1c0216,Kwara
8a858f2c58dc6e680158e2d0956179ca,Lagos
8a858f305c8dd672015c9bc5e91c1812,Lagos
8a858f395b3968f6015b3970a22f0ba7,Nasarawa
8a858f4156939c3c01569eb58e93629a,Unknown
8a858f525bedff8d015bef8f8f9b6e4a,Unknown
8a858f585cf9d48b015cff6828b66435,Unknown
8a858f5f5b39bb0c015b3cb38312659c,Nasarawa
8a858f6e5a951fc2015a9b293e631f3d,Lagos
8a858f78550ba104015514abf59e56b3,Federal Capital Territory
8a858f7d5cf9aef9015d0abb2c974494,Unknown
8a858f9158be26030158cca6f4aa5f6e,Delta
8a858ece5862630201586ef7d4c74e4d,Nasarawa
8a858eda5c8863ff015c9e0131d10bbd,Federal Capital Territory
8a858ee055ffbe1701560850839a7c49,Unknown
8a858ee55830c4b901583188b0290def,Lagos
8a858ee758a4dfbc0158a5b0d9db0be8,Oyo
8a858ef255c55fd60155c8f865611d5e,Unknown
8a858ef7599330e0015993c3e1af2ecc,Lagos
8a858eff5b393484015b3935d76e0181,Federal Capital Territory
8a858f0455d9feaf0155e8d773b53966,Kano
8a858f0a56ffda56015709a71f9c02c7,Unknown
8a858f155554552501555685429f4905,Lagos
8a858f1e5add5268015ae7ca38b245d2,Oyo
8a858f275c451af5015c4e29f5373134,Lagos
8a858f2c58dc6e680158e4e62c3b0ccd,Lagos
8a858f2f54e28d530154f1ba3a8f37c9,Unknown
8a858f335c8d9723015c9d6671a90a47,Lagos
8a858f3d5bfc954e015bfcc137851d9d,Niger
8a858f475c7ea023015c7ed3b27b0ccf,Lagos
8a858f555cacacdf015cb000734204fa,Osun
8a858f585bfd6341015c005942497b6c,Unknown
8a858f5e5bedf32a015bf2003648194a,Lagos
8a858f6c5a37e2a3015a3914d98f0578,Anambra
8a858f735b437619015b438c6b3626c8,Rivers
8a858f7e5ba0189c015ba0ac3e254fe3,Delta
8a858f8e597cf3f40159837df1367cd9,Federal Capital Territory
8a858f965c6950da015c6ea724353a26,Unknown
8a858f9c5a4817be015a48cd8369332b,Osun
8a858fa154e2912f0154e914a60a06b3,Ekiti
8a858fa95c695f85015c7806a0387faa,Unknown
8a858fb65b2020b2015b2387b22b70d4,Ogun
8a858fba5cd5feee015ce43abdad3d9f,Unknown
8a858fc45d4233f2015d46edcac71b83,Ogun
8a858fcf5b39c3ba015b3ce36bad10a2,Unknown
8a858fd75cac5e18015cac9407ee1e4a,Lagos
8a858fea5b8c314d015b8c4fd9371600,Lagos
8a858ff35c63d750015c65b799943098,Lagos
8a858ffd5c8d343d015c92886a4b7724,Lagos
8a858e165b90faf9015b9ed99b3e0c2d,Lagos
8a858e725c3ae262015c3dfc23de0ccf,Osun
8a858eea5c82f136015c82f59f3201c7,Ogun
8a858f2656e154de0156f197d9a64b2e,Unknown
8a858fa25bd92c20015bdec1e1616d76,Unknown
8a858ff554e290e10154f6ff4a302f7e,Unknown
8a85882653e2eb990153e7b4c52d2815,Oyo
8a8588ae53f1cb7c01540f4e83bc3b26,Lagos
8a858900536a043401537f6cf1b222b7,Unknown
8a858959537a097401537c7ed53d0780,Osun
8a8589a7545186b1015453b6a01b196e,Lagos
8a858e005c2154c2015c30e623201bdd,Lagos
8a858e0a5668e69c015669d6d4233c13,Osun
8a858e165ad25487015ad6eb97ee2fbe,Federal Capital Territory
8a858e205bcee61c015bcf7dfcf3355b,Unknown
8a858e345a04f20b015a0b7763b67cf8,Lagos
8a858e4357be1daf0157bebb3c4c6fa3,Unknown
8a858e495d1e235c015d2165e0c54533,Kogi
8a858e5856b7840c0156c289b8584f4c,Unknown
8a858e655cd0642d015cd3f9aa8219c6,Federal Capital Territory
8a858e6b5ccb6ea8015ccf29e82b1b24,Unknown
8a858f97594ab63d01596372af8d4bef,Lagos
8a858f995d32ae84015d3539f6585536,Niger
8a858fa05908043801590d3c3a4e6f83,Ogun
8a858fa25c120898015c15c3d3804d2a,Kwara
8a858faa56dffac60156e557ec6e77b6,Unknown
8a858faf5679a83801567f5bc4fc7215,Unknown
8a858fb85c3b2e0c015c3e568ed50066,Lagos
8a858fbd5cd6054a015cda2e86250976,Lagos
8a858fca5c830943015c83ea03b96004,Lagos
8a858fd3552c75620155418b25e524a5,Plateau
8a858fd858e2f19a0158f97e191916b7,Unknown
8a858fe45cd62cbf015ce8a5a46a57a7,Unknown
8a858feb55f82bbf0155f95ae54a1925,Nasarawa
8a858ff455a09f5a0155bb3d7ced7fe8,Lagos
8a858ffb5b350b52015b355b3ea542d3,Imo
8a858ffd5c8d343d015c9e133a453a31,Kwara
8a858e175872e14e015876e1c25212de,Unknown
8a858e6f5cd5e874015cead5d36b257a,Lagos
8a858ec35a428dcc015a460e4bbe2929,Oyo
8a858f0b5b5ddd79015b5e73ab0e5443,Oyo
8a858f475b8bd761015b8c03cb5920cf,Lagos
8a858f78550ba10401551b5beb391078,Unknown
8a858fdc57b91cfc0157d2d576b01016,Lagos
8a688b474ed5e088014ed8b6c50c5f51,Unknown
8a85886f54517ee0015458b911ab289c,Unknown
8a8588dc536a141301536b50d8aa10b5,Lagos
8a8588f853b1b2d40153be4cdb8c6810,Unknown
8a85893d53e2e2f30153e9fb36255f0c,Lagos
8a85898a53bc15600153c7b188b67a9e,Federal Capital Territory
8a8589f853efac520153f0ce27f61ee1,Unknown
8a858e0a5b192e2e015b194726201191,Lagos
8a858e105c1c09c8015c1cc872e155e5,Unknown
8a858e1e54e2aa5a0154e7e0494068e1,Lagos
8a858e225c404292015c4bc05b45616d,Federal Capital Territory
8a858e345bd96da8015bdcde39b37570,Edo
8a858e395ceefc8e015ceefcfdc3005f,Federal Capital Territory
8a858e475c127bce015c16382ae853cb,Unknown
8a858e51584a1fc701584a2d9653035b,Lagos
8a858e5856b7840c0156c2fa23987086,Lagos
8a858e64590ae20001592d0712656fd5,Ogun
8a858e69566ae5b8015684f4642c1f37,Lagos
8a858e6c5c88d145015c96155c47559b,Unknown
8a858e705cb15527015cbfdc11d0733e,Enugu
8a858e785c8d9167015c9d882f8c173e,Lagos
8a858e875c63d395015c69cfb3733438,Osun
8a858e935b496584015b49b68b7a2343,Lagos
8a858eaf582fd5aa01582ffc7e8b117f,Delta
8a858eb75c21a2b9015c300ec2d16eee,Ogun
8a858ed158f3044d015906884426348c,Lagos
8a858ed55c63db54015c753ba4d83da3,Federal Capital Territory
8a858edb5bd936e4015be7b71da27564,Rivers
8a858ee0564adc5001564f944be67238,Lagos
8a858ee758b4c54a0158b7169a3f41cb,Oyo
8a858ef255c55fd60155d8d393c94853,Lagos
8a858f025c10dbcc015c113d455932a1,Rivers
8a858f065b1fe50a015b1fed920f0c90,Lagos
8a858f105b433879015b4367a838435d,Lagos
8a858f1e5cef1d91015ceff83cb8577f,Lagos
8a858f2c59b684590159b6d6a5242df3,Ondo
8a858e6c5c88d145015c9817fa35283d,Kaduna
8a858e71570f2c6b01571500eaba110b,Kwara
8a858e79568ec7de015690a5594b3bea,Kaduna
8a858e875c63d395015c6e39cd9f2273,Federal Capital Territory
8a858e8e5bed1968015bed2ff2c80fc2,Ogun
8a858e985885ff6d015888f527e12be6,Rivers
8a858eab5cf9c4c8015cfa60fae235fd,Unknown
8a858eb95b8c2f6e015b8d569e153fb6,Lagos
8a858ec45577f83e01557cf8b0ab3bc9,Lagos
8a858ed35cd57328015cd582fc530a4a,Unknown
8a858edb5b671760015b67573f222acd,Lagos
8a858ee055ffbe17015602a7bc1c59f7,Kaduna
8a858ee45a22cbec015a23631b0c46cf,Unknown
8a858ee75a1db75f015a1df3eb031cf7,Lagos
8a858efb54ccb4820154cdc92e2239fc,Unknown
8a858f045bb63525015bbfc1e9654aba,Lagos
8a858f085bcf44be015bd2e931310a74,Lagos
8a858f1955b1c4df0155cdbeafe97a3e,Unknown
8a858f255ca276c5015ca67eb9b05780,Nasarawa
8a858f2c59caaf2c0159cb0d4b953714,Unknown
8a858f305c8dd672015c9ba6b0c50159,Lagos
8a858f365b2547f3015b25c392084b59,Lagos
8a858f3d5add42e2015ae1afc0810894,Unknown
8a858f4f552ae10101552bbe69264046,Lagos
8a858f585bfd6341015bfed6f96d6046,Lagos
8a858f60560bc43d01560d6ed8b068e6,Unknown
8a858f6a5d1e09b3015d28d2bea41914,Oyo
8a858f725b49c0c0015b4f1f05784037,Lagos
8a858f7a5ca22d3c015ca282b1ac2e08,Unknown
8a858f8c5ca0e7fe015ca109320612e2,Rivers
8a858f99560bbe4501561ba1e2496884,Oyo
8a858fa154e2912f01551033886c784b,Lagos
8a858fab5cd5e1a7015cdc164d57632a,Unknown
8a858fb15b34a708015b38878020108b,Unknown
8a858fb95b5d059d015b5d19f66e182b,Abroad
8a858fc15b68ba6a015b7765e93d54fa,Unknown
8a858fd05bfd7d3c015c00f3ab130a8d,Federal Capital Territory
8a858fd85b685607015b75c236d17101,Kaduna
8a858fea5b8c314d015b8d032aaf7347,Unknown
8a858ff257048b5001570c67315b660b,Unknown
8a858ffc5aa39049015aa5111d27328c,Lagos
8a8589ec542eaa89015443b229544ffe,Lagos
8a858e2d597cf6250159830fb43c57ac,Lagos
8a858e875c63d395015c68fde9f9525a,Kwara
8a858f1b5b9136f7015b9f66e5c5327c,Federal Capital Territory
8a858f7e5c69a6e3015c6f838d472fa2,Lagos
8a858fb35a9469ec015a94f9554a5d13,Lagos
8a858ff9580b881201580bac5a811068,Kwara
8a85886f54517ee001546a2717571d36,Unknown
8a8588f754a058cb0154b922d7fe1ffd,Ogun
8a85893d53e2e2f30153e587432034bf,Lagos
8a85897353d85af80153d8a368020159,Imo
8a8589c1545181f3015466b5659a4299,Osun
8a858e0156b782a10156b96d30cb5b73,Unknown
8a858e055ac84a51015ac9a10d857523,Lagos
8a858e105c1c09c8015c1f8d43752c0a,Rivers
8a858e155cd052b0015cd2a48d745802,Ogun
8a858e215ca77c7f015ca8e61b12437c,Edo
8a858f3159f585d30159f9b058fc1e2f,Lagos
8a858f3a58a6d6720158b1b681871a59,Ondo
8a858f415686c0ab0156893370741aa5,Unknown
8a858f4e5d1d97f9015d1da5168f0863,Lagos
8a858f6055f82d2c0155f8c77b2b072d,Kaduna
8a858f665cf43442015cf4504cd91679,Lagos
8a858f775d0e8a23015d1213843d3896,Federal Capital Territory
8a858f7b5ca7abe3015cab4166a26278,Ogun
8a858f885adcf4e8015addc0f5b3608c,Ogun
8a858f8e5c5f46fc015c62dc39102d88,Lagos
8a858f935b8753e6015b87cd4412251d,Unknown
8a858f9c5be882ce015be8911fac0b0f,Unknown
8a858fa05c82907b015c82d5933a2b8a,Unknown
8a858fa3552ae112015546dc8ab052c2,Lagos
8a858fa5552add5d015545f1fbad57f0,Lagos
8a858fae59ac8f090159ac9a70b80cb8,Lagos
8a858fb959b74eaa0159ba8cdd0f0142,Oyo
8a858fc55b00e79e015b055959ee5e97,Lagos
8a858fce5bed2476015bed31fd290906,Anambra
8a858fd35b5dfefb015b5f002aa050a3,Oyo
8a858fe5569398920156b44aab096abc,Lagos
8a858fea5b8c314d015b8d51dc2d7d31,Lagos
8a858ff554d9de480154ddfe4f3773fb,Unknown
8a858fff5c79144c015c7bdbfc086ce1,Federal Capital Territory
8a858e105bd92644015be472bab768c3,Rivers
8a858e5b5ca767e1015ca9d8f9d750f4,Cross River
8a858eb65c3b3074015c44572e8e1e23,Lagos
8a858f1f586c8fc801586de4f21d0d16,Unknown
8a858f6155f96a03015609643bf3459e,Osun
8a858fbc5cc666c8015cc96627e2022d,Ogun
8a858ffa5ad810ff015ad82004960681,Oyo
8a85881053bc33670153c5ffe58162b8,Lagos
8a85888c54be35040154c4d992b40fbe,Rivers
8a85890253e2f1180153eabcfe945ac3,Unknown
8a858953548fb0c001549d3ca0e6369c,Delta
8a85897353d85af80153e04f81f05fc4,Lagos
8a8589ec542eaa890154333363443077,Oyo
8a858e0156b782a10156c6613e7c4b5f,Lagos
8a858e045b495c30015b4bd1bd395aad,Ogun
8a858e0b5cfa2028015d099b789b229f,Lagos
8a858e205c21d53a015c326a63a866a2,Abia
8a858e245c58e0d6015c594f0b5c278e,Abia
8a858e35589c0ac00158b072c1a97520,Lagos
8a858e495bf8527e015bf937253b50ff,Unknown
8a858e5856b7840c0156c26bdcbc4567,Lagos
8a858e6656322b0f01564d0f26735252,Lagos
8a858e6c5c88d145015c9e3b482226ac,Lagos
8a858e705668e167015669d13a392b04,Cross River
8a858e775c362114015c3f2c2ab26946,Adamawa
8a858e8c5d37e319015d3bac80e24f51,Unknown
8a858e905ce98e8d015ce9cfdf3f2053,Lagos
8a858e945bfdb9e7015c040d93016282,Lagos
8a858ea75b1fd476015b21f082c92965,Lagos
8a858eb75c21a2b9015c34ec66d87d38,Federal Capital Territory
8a858ebd590802ef01590e00992f511e,Unknown
8a858ec55ca7919d015ca821f41f2ce1,Lagos
8a858ed4584472cf0158498a96c2476c,Ogun
8a858e245c214660015c2ad957886351,Abroad
8a858e345a04f20b015a0a8f17e174f4,Delta
8a858e445cd56553015cd93e66b47d16,Unknown
8a858e4b5a94ae68015a9ed1b2e56376,Lagos
8a858e5b5bd99460015bdc95cd485634,Delta
8a858e625c8d993a015c91c4ee862bc9,Lagos
8a858e64586254230158665e299575fb,Niger
8a858e6a5bfd4b54015c0297d9ee75fb,Osun
8a858e6f5cd5e874015ce0e5d4c235ba,Federal Capital Territory
8a858e785c8d9167015c9b7982962ea1,Unknown
8a858e865bd4175e015bd85ed8ed6940,Lagos
8a858e8b5a8a77a9015a8d99c3190691,Lagos
8a858e935b496584015b499133091139,Ogun
8a858e985ccb51e8015ccebfae800d52,Lagos
8a858eab5cf9c4c8015d034b5561731d,Unknown
8a858ec05ba5ca1d015bae063b2f4ee5,Lagos
8a858ecc5a60be73015a60c1abbe0296,Lagos
8a858ed55c5f1965015c623223f50a2c,Lagos
8a858eda552adcc201555d90a72d7a22,Lagos
8a858ee55cb156e6015cbc9977ac4911,Kwara
8a858eed5756fb0e015758826c1076d8,Ogun
8a858efa5b444739015b47adb9a25de1,Lagos
8a858f045bab240c015baf9f84ab6e67,Ogun
8a858f0f5bfd79d2015c08207d265627,Unknown
8a858f17597cf41201597d304e420226,Lagos
8a858f1f58716185015877272a5b5d18,Kaduna
8a858f295c8d307f015c9897ad450f86,Lagos
8a858f30551130db01552563f6780605,Lagos
8a858f465668e3d601566c0daeb24682,Lagos
8a858f495a70f465015a76e95fa42c3d,Unknown
8a858f505cf46e04015cf46f85330131,Unknown
8a858f585cf9d48b015d033bfc6e1de3,Rivers
8a858f5f55f9698c0156004d35076ede,Unknown
8a858f615b910db3015b9f5182bb5df7,Rivers
8a858f6d5a7fef7d015a81cbcf5133e6,Oyo
8a858f785cea234f015ced8b948d22bb,Federal Capital Territory
8a858f7e5c213ef4015c258219290f35,Lagos
8a858f965c6950da015c7afb7d9f426b,Lagos
8a858f9d5668e3f1015674c7847e34a0,Unknown
8a858fa257d8223c0157e7e6ce253dd8,Federal Capital Territory
8a858fa459e0a1340159e1f07d045910,Lagos
8a858fab5cd5e1a7015cd624bb8b1f08,Federal Capital Territory
8a858fb45bb59c21015bc8d6712368ac,Ogun
8a858fbd5cd6054a015ce63fd2ae1580,Unknown
8a858fc55b2fde30015b32b1b8a7763c,Unknown
8a858fcd56b9f22c0156d5a3112d0270,Kogi
8a858fd55c45ba15015c468cb4463013,Lagos
8a858fda56562f8f015663f921ac0cee,Kaduna
8a858fe45cd62cbf015cd8d4b0473ee5,Ogun
8a858fea5751aefe01575d9c176d4375,Oyo
8a858ff455a09f5a0155bc4ffceb6327,Lagos
8a85886e5410189001541a3d92df3588,Oyo
8a858e245b680423015b7533a0a14d64,Lagos
8a858e6b5d1885ce015d1888318b0258,Kwara
8a858eb85c1be44c015c1c8e37dc38ae,Osun
8a858f055d0e3d8c015d0e7e0b242cf2,Rivers
8a858f345c1075d5015c10d553c82ba2,Ogun
8a858edc554f009d01555ef4a344093f,Lagos
8a858ee0560bc077015622853dd2708e,Lagos
8a858ee55cb156e6015cb66be8d56d5f,Lagos
8a858ee85aa98890015aaabaf01461b8,Lagos
8a858ef25cd0c652015cd2107ef43653,Unknown
8a858ef85a613c85015a6645c8f248dc,Lagos
8a858f0056b7cf8e0156dc169f9a3b31,Lagos
8a858f0656b7820c0156b7907a9204fc,Federal Capital Territory
8a858f0d5a859ac0015a88c53e791cad,Kogi
8a858f155b38a417015b38be6a8826ce,Unknown
8a858f205ccfd9d3015cd04514bd39c1,Unknown
8a858f295c8d307f015c98cd79df18f9,Unknown
8a858f2c59c89d5a0159ca42dc8c1a40,Lagos
8a858f315ccb979d015ccfdb46730c21,Unknown
8a858f3455a0d8070155a10f5ce91063,Benue
8a858f3e589c40610158aeb00ff65aaf,Unknown
8a858f495a70f465015a77105b502f88,Ekiti
8a858f555d0e96d1015d125689135609,Unknown
8a858f585cf9d48b015d07dbb8c03999,Unknown
8a858f6055f96ad20156058de05c0cfc,Oyo
8a858f6e5cb16eb9015cb17cd36f0711,Lagos
8a858f74584a54aa015854d6e7027ac1,Ogun
8a858f7e5c69a6e3015c74334d791005,Lagos
8a858f8e5c5f46fc015c6242c82b7c0b,Unknown
8a858f975c4582c4015c4c882e054c96,Ogun
8a858f9f5679951a01567a5b90644817,Kebbi
8a858fa257d8223c0157dd6713ec7d05,Oyo
8a858faa56dffac60156e220912a0f6d,Unknown
8a858fb85b81c658015b81c8079a01b6,Lagos
8a858fbd59e06eb70159e0cd82c232fc,Oyo
8a858fc65cf978f4015cf97cee3a02ce,Rivers
8a858fd05bfd7d3c015c0c8b72ce4682,Unknown
8a858fdb5b8094e2015b80ac5cd70f9f,Rivers
8a858fec5c169ff0015c16c6e3b61925,Lagos
8a858ff556236fa8015626551cd23d08,Lagos
8a858fff57becca70157c9a4c75303d3,Lagos
8a858e245b680423015b6d059cd13978,Ogun
8a858ecc5a94fab9015aa06814d84c2d,Lagos
8a858f095b86f177015b870bcd871302,Lagos
8a858f315ccb979d015ccf4c25dd439c,Ogun
8a858faf5679a838015692f7a8f831d7,Unknown
8a85881053bc33670153c65bdb937097,Lagos
8a85884e548fad6501549a9435d71e85,Unknown
8a8588dc536a1413015375acd19d4154,Lagos
8a85891e53ad0e6b0153b02de6592330,Ogun
8a8589595384a8530153a32a2e9f584d,Unknown
8a8589b953bc23f70153c19cb08a6c49,Lagos
8a858e0156b782a10156c72b56162057,Lagos
8a858e0f5c45466f015c518a7d2e5bbe,Unknown
8a858e185b4923b4015b4cd7cae6255f,Federal Capital Territory
8a858e225c404292015c4a9957024ee5,Oyo
8a858e345be813ea015be9d95ff314df,Lagos
8a858e44573d4b37015750d2bd534777,Unknown
8a858e525cac859d015cacebddac2d5c,Delta
8a858e585beda464015bf183f05c64ff,Unknown
8a858e685adba68e015adc083601467b,Oyo
8a858e6c5c88d145015c89430ef61a5d,Lagos
8a858f6c570f2d660157231c6d3e7037,Lagos
8a858fd75bc96a6f015bca93597064b2,Lagos
8a858ff556236fa8015625ba7aca1533,Edo
8a85881053bc33670153cba1f98e6d19,Ogun
8a85888c54a05b820154a7b470875afa,Plateau
8a8588f8541e11db01542a1ef37c7f27,Lagos
8a8589125340c9660153418093970e29,Lagos
8a858966538deb19015395798cfa3ee0,Abroad
8a8589ac53a4303e0153a8be7be02653,Ogun
8a858e005b4830ef015b4833bcc6027e,Ekiti
8a858e0458c1f4620158d00068ba7049,Oyo
8a858e0b5d1d8104015d1dcb82a0210c,Lagos
8a858e105c1c09c8015c1fd4eb915326,Akwa Ibom
8a858e185b4923b4015b4c4dd82a073b,Unknown
8a858e245b680423015b6b3689d46b4b,Unknown
8a858e2d5bc95851015bc98eb8fc1575,Lagos
8a858e3654e2a8240154eed94fe84954,Lagos
8a858e405c7d6d65015c7da263c017a1,Unknown
8a858e495bf8527e015bf879fcbd1ba0,Ogun
8a858e51584a1fc701584f9840341f42,Lagos
8a858e59569397d501569767f9776c1f,Lagos
8a858e635bd8fe1e015bd92b99e21721,Lagos
8a858e69566ae5b801568db4c5892cb6,Anambra
8a858e6c5c88d145015c9e2125702448,Unknown
8a858e6f5cd5e874015ce6601edf7c48,Ogun
8a858e7e5b159af5015b159ee41e0440,Lagos
8a858e8b5bc9e7e6015bcd7374077f0c,Unknown
8a858e945bfdb9e7015c0fab19aa6d1c,Lagos
8a858ea85d0e7ed2015d11f3b4b713fb,Edo
8a858eb4588604f7015897011ae05062,Lagos
8a858ec555f96a9a0155fdc921c70107,Unknown
8a858ed75bb64559015bc2d5fd306eaf,Unknown
8a858edd5c8348c4015c862319f96e04,Abia
8a858ee55cb156e6015cbc1bccd03c5d,Lagos
8a858eec5aaf010c015ab23a55167a3a,Unknown
8a858ef95bf799a0015bf7ad8a020a28,Anambra
8a858f045bb63525015bbe9dae432d73,Lagos
8a858f095c3b2c30015c3ed334092d6d,Lagos
8a858f0e5a6171ba015a6a0391d80c8c,Kwara
8a858f1b5b9136f7015b9fe054cc67b2,Unknown
8a858f265cfa1a64015d082fd3c93380,Unknown
8a858f2a5d313efd015d316569111776,Lagos
8a858f315bf749da015bf75e46bf0cf8,Unknown
8a858f415ba54724015ba8f78f4944a1,Oyo
8a858f4d5b809e68015b81066a333b6b,Lagos
8a858f555cc65d60015cc8c9b8a84631,Lagos
8a858f605623784501562ba579fb44dd,Lagos
8a858f665c2142a0015c30eb258f3d74,Ondo
8a858f6e5a951fc2015a9e1a76993ed7,Kwara
8a858f7d5af8271d015afa911cd028f4,Rivers
8a858f855d417b4d015d41a765711bd1,Lagos
8a858f8f5bcde0f4015bcde1dbd7002f,Lagos
8a858f975c4582c4015c536f14707d09,Oyo
8a858fa05908043801590d4b1887715d,Lagos
8a858fa4552add9f015548abf546345d,Lagos
8a858fad5ccb633e015ccf104c2b2dcc,Oyo
8a858fb15d41fc6b015d46e274915b02,Lagos
8a858e6f5668e01701568f65c3b52b07,Bauchi
8a858e775c362114015c36a682ab27ad,Unknown
8a858e7c588604a4015895a4d8541dea,Unknown
8a858e875c63d395015c75092d8136d9,Lagos
8a858e905d41e83b015d443e540c5211,Lagos
8a858e9b5b47ecc1015b4810b9de1ab0,Unknown
8a858eb25b5d2e82015b5d35c1bb094d,Oyo
8a858ebb5aeb0312015aeb2fc1582084,Unknown
8a858ecb5bf33c30015bf4344b434718,Lagos
8a858ed55c63db54015c72c0594c01f4,Lagos
8a858edd5c8348c4015c83b50abf26f4,Ogun
8a858ee0560bc077015617223d040e96,Lagos
8a858ee55c830000015c84c6a8681828,Unknown
8a858eea5a28c38d015a2e1c849c2e82,Unknown
8a858efe5bca0a81015bcb07db2929c0,Federal Capital Territory
8a858f055c831d5b015c8494b1046178,Unknown
8a858f0e5a6171ba015a64e154820783,Lagos
8a858f1f5c16cb02015c170c7755239d,Lagos
8a858f265c2187bd015c25ec8a997bf3,Lagos
8a858f2e5c699f3a015c6d9e1364767d,Edo
8a858f305cb1ec4e015cc06c3e78725c,Lagos
8a858f375b493337015b522f73813498,Unknown
8a858f3e5885ffa301588dc197775826,Federal Capital Territory
8a858f515d3c8b43015d3d75e17056ac,Unknown
8a858f585cf9d48b015d0415fe863a5f,Oyo
8a858f605b911d60015b9a7f64f15e1f,Unknown
8a858f6c570f2d660157205f16c91710,Ondo
8a858f735922163501592b85494d1ab0,Kwara
8a858f7d5be8748c015be8ce824c40a3,Lagos
8a858f905c06a9c0015c0c75e37a5974,Lagos
8a858f9b5c589341015c5905fe4f3ef8,Lagos
8a858fa25bd92c20015bdce8b15b239b,Lagos
8a858faf55d95d930155db6ec1274592,Lagos
8a858fb4563228d201564105636c1fa9,Lagos
8a858fba5cd5feee015cda6c1ed22803,Bayelsa
8a858fc65c7e0e55015c7e18140c0551,Unknown
8a858fd3552c756201553571d2fe62e3,Unknown
8a858fdc57ab280a0157add33ef337c4,Unknown
8a858fed5a28bf0e015a3429dabf6bab,Lagos
8a858ff25c8250c1015c8265f4c80e02,Nasarawa
8a858fff5a28d297015a338c644f5053,Federal Capital Territory
8a858e045b495c30015b4a974c224cf4,Lagos
8a858e475c1c2ea7015c1c66467d14ca,Ogun
8a858ed75bb64559015bbf81e3632d56,Bayelsa
8a858f475c11bc72015c131399ff0768,Federal Capital Territory
8a858f9d5668e3f101566a6e9722794c,Unknown
8a858fd3552c75620155525f87523b72,Rivers
8a26bd845089f1d7015090b1d6f53bad,Lagos
8a85888c548fb3d501549593ea277c88,Unknown
8a8588fd53c244bc0153cda4fd4a486b,Oyo
8a85895054a061920154bc6d424318e0,Lagos
8a8589a453bc422d0153c79866fb760d,Lagos
8a8589d8548faed501549fb0909d12b2,Unknown
8a858e0256b781d80156cba3c23c4467,Lagos
8a858e0758715ccc0158716bbc9704d7,Federal Capital Territory
8a858e125a48129b015a4af97ed06160,Lagos
8a858e1a5bd8a6ae015bd8fee0f624a8,Unknown
8a858fbc5cc666c8015cc9d453ef2af3,Unknown
8a858fc55d5b019b015d5b1a5eb20dec,Borno
8a858fd15b15df91015b16a9537a3cf4,Rivers
8a858fd65b80c79a015b80f0ca4d18d8,Lagos
8a858fda5d37b00c015d398ba9244b9a,Kwara
8a858fe5569398920156b5c197c9790d,Kwara
8a858fe95c88ee44015c88f55a2301aa,Lagos
8a858ff25c88461c015c88c3646d40ea,Unknown
8a858ffd5c8d343d015c96dcce096a33,Lagos
8a858e335c1122c5015c1187707f28ce,Osun
8a858e6c5c88d145015c9dd6f5d21b4b,Unknown
8a858e935ba4b360015ba4e2f2810e78,Enugu
8a858f2b5bf35819015bf4754ed45734,Kaduna
8a858f7e5c69a6e3015c77988b05021a,Unknown
8a858fc159db69c40159df5366b93d96,Nasarawa
8a76e7d443e6e97c0143ed0a1f4d5331,Lagos
8a85886e541018900154117960df41f4,Unknown
8a8588dd54a3ead30154bad3d2962cce,Oyo
8a8588fd53c244bc0153d0a82ef81fd7,Federal Capital Territory
8a85893d542e18bc01542e37365c120a,Ogun
8a85896f5345dcb801534ce82d2d0e99,Ogun
8a8589b953bc23f70153c12434a351b9,Rivers
8a858e005c2154c2015c2c44a86e0eaf,Lagos
